User,text,time
matsuoka,セミナー遅刻します,1482286057.000003,2016-12-21 11:07:37.000003
takahashiy,すみません、少し遅れます。,1482285967.000002,2016-12-21 11:06:07.000002
matsuoka,<https://github.com/rasbt/python-machine-learning-book/tree/master/code>,1481683630.000009,2016-12-14 11:47:10.000009
ishikawa,動かなかったら教えてください :innocent:,1481683471.000008,2016-12-14 11:44:31.000008
ishikawa,"修正する部分はここぐらいだと思います
form.phpにアクセスしてファイルをアップロードするとローカル上に「uploads」というフォルダが作られてそこにファイルが保存される様になっています",1481683455.000007,2016-12-14 11:44:15.000007
ishikawa,"form.php
10行目のactionのURL部分を配置した階層に合わせて変更
form.js
8行目の.postの部分のupload.phpのURL部分を配置した階層に合わせて変更",1481683412.000006,2016-12-14 11:43:32.000006
ishikawa,"解凍した後XAMPPで実行出来るフォルダにファイルを配置してください
ちょっと修正しなきゃいけない所があります（次に書きます）",1481683323.000005,2016-12-14 11:42:03.000005
ishikawa,<@U106UP90U|ishikawa> uploaded a file: <https://kait-takanolab.slack.com/files/ishikawa/F3ED1GQ5R/img.zip|img.zip>,1481683248.000004,2016-12-14 11:40:48.000004
kurihara,5分くらい遅れます,1481681443.000003,2016-12-14 11:10:43.000003
ishikawa,電車バス遅延で10分ほど遅刻します。すみません。,1481680489.000002,2016-12-14 10:54:49.000002
kaiseiaoki,テストしてもらいたい英単語をユーザに発音してもらう→google翻訳の音声翻訳にかける→正しく翻訳されれば成功　という流れのアプリでもかまいませんか？,1481080811.000023,2016-12-07 12:20:11.000023
takano,javascriptでも利用できるかな：<http://www.adakoda.com/android/000164.html>,1481079994.000022,2016-12-07 12:06:34.000022
takano,"音声認識を用いた英語学習アプリ：
Androidで使える音声認識APIを探す
Android
ネイティブか、ブラウザのどちらかを選択。統合する方法もある",1481079047.000021,2016-12-07 11:50:47.000021
tsukiji,<@U0JAEV08K|tsukiji> has joined the channel,1481078845.000020,2016-12-07 11:47:25.000020
ishikawa,情報収集・共有とかその辺に興味があります　あと研究じゃないんですけど在室確認的な奴も導入したいと考えてます,1481078045.000018,2016-12-07 11:34:05.000018
ko-hei,バイク,1481077795.000017,2016-12-07 11:29:55.000017
shohei516,興味があること: 鉄道と･･･,1481077531.000016,2016-12-07 11:25:31.000016
takano,興味ある事をあげましょう。,1481077474.000015,2016-12-07 11:24:34.000015
ishikawa,:innocent:,1481077408.000014,2016-12-07 11:23:28.000014
takano,そろそろみんなから意見が出てもいい時期ですよね:wink:,1481077395.000013,2016-12-07 11:23:15.000013
takano,- 熊田,1481077165.000012,2016-12-07 11:19:25.000012
takano,- 松本,1481077149.000011,2016-12-07 11:19:09.000011
takano,- 高橋,1481077145.000010,2016-12-07 11:19:05.000010
takano,- 大滝,1481077139.000009,2016-12-07 11:18:59.000009
takano,- 清水,1481077134.000008,2016-12-07 11:18:54.000008
takano,- 築地,1481077131.000007,2016-12-07 11:18:51.000007
takano,- 笠井,1481077128.000006,2016-12-07 11:18:48.000006
takano,- 画像ディープラーニングの続き,1481077117.000005,2016-12-07 11:18:37.000005
takano,- 音声認識を用いた英語学習アプリ,1481077090.000004,2016-12-07 11:18:10.000004
takano,- リスニング学習システム,1481077076.000003,2016-12-07 11:17:56.000003
takano,やることを決めていかなくてはならないので、みなさん何か考えてみましたか。,1481077014.000002,2016-12-07 11:16:54.000002
yuta,すみません、今起きました…急いで向かいます。,1479263727.000011,2016-11-16 11:35:27.000011
umetani,今日のセミナーは体調不良のため欠席します。急な連絡になってすいません。,1479258293.000010,2016-11-16 10:04:53.000010
ishikawa,"```
form.php
10行目
&lt;form name=""form"" id=""form"" action=""<http://localhost/xampp/seminar/upload.php>""
各自の環境に合わせてください
```",1478662225.000009,2016-11-09 12:30:25.000009
kurihara,↑これ自分が書いてないですけど使っちゃっていいと思いますが これだけだと動かないです,1478661981.000008,2016-11-09 12:26:21.000008
ishikawa,<@U106UP90U|ishikawa> uploaded a file: <https://kait-takanolab.slack.com/files/ishikawa/F30SBED1V/upload_php.php|upload.php>,1478661925.000007,2016-11-09 12:25:25.000007
ishikawa,<@U106UP90U|ishikawa> shared a file: <https://kait-takanolab.slack.com/files/ishikawa/F1EMUGXA6/form_js.js|form.js>,1478661795.000006,2016-11-09 12:23:15.000006
ishikawa,<@U106UP90U|ishikawa> shared a file: <https://kait-takanolab.slack.com/files/ishikawa/F1EM9KYEA/form_php.php|form.php>,1478661782.000005,2016-11-09 12:23:02.000005
ishikawa,<@U106UP90U|ishikawa> uploaded a file: <https://kait-takanolab.slack.com/files/ishikawa/F30RZ5YHL/superagent_js.js|superagent.js>,1478661706.000004,2016-11-09 12:21:46.000004
takano,遅刻しないように注意してください。,1478655642.000003,2016-11-09 10:40:42.000003
takano,本日は、就職室ツアーというのがあって、セミナー開始早々6Fの就職室事務室に行きます。,1478655636.000002,2016-11-09 10:40:36.000002
kaiseiaoki,体調が悪いため今日のセミナーを欠席させて頂きます　急な連絡となって申し訳ありません,1478048621.000045,2016-11-02 10:03:41.000045
takano,もうちょっとで行きます,1477992447.000044,2016-11-01 18:27:27.000044
kaiseiaoki,<@U0JACJLRJ>: 無事始まりそうです,1477991320.000043,2016-11-01 18:08:40.000043
kurihara,最悪余ったのは研究室に投げてもいいとのことですが、卵や牛乳は一報ほしいとのこと（メモ）,1477989612.000042,2016-11-01 17:40:12.000042
kaiseiaoki,把握です,1477989395.000041,2016-11-01 17:36:35.000041
kurihara,牛乳も1lいらないと思うのでその半分のがアレば良さそうです（ありそうもなかったら1lでもいいんじゃなでしょうか）,1477989326.000040,2016-11-01 17:35:26.000040
kurihara,んー、卵10個もいらないと思うので、半分パックのものがあれば,1477989297.000039,2016-11-01 17:34:57.000039
kaiseiaoki,ビールですね　分かりました,1477989228.000038,2016-11-01 17:33:48.000038
kaiseiaoki,どのくらい使いますか？　卵と牛乳,1477989217.000037,2016-11-01 17:33:37.000037
kurihara,（ホットケーキを作ろうという個々試み,1477989080.000036,2016-11-01 17:31:20.000036
takano,ビールが欲しいです。,1477989076.000035,2016-11-01 17:31:16.000035
kurihara,あ、卵と牛乳おねがいします,1477989063.000034,2016-11-01 17:31:03.000034
kaiseiaoki,<!channel>: ,1477989061.000033,2016-11-01 17:31:01.000033
kaiseiaoki,あ　なにかお酒のリクエストありますかー？,1477989043.000032,2016-11-01 17:30:43.000032
kaiseiaoki,はいはいー,1477988977.000031,2016-11-01 17:29:37.000031
kurihara,<!channel> 買い出し組誰かー連絡取れる人ー,1477988959.000030,2016-11-01 17:29:19.000030
ko-hei,"報告するの忘れてて申し訳ないんですが、今日はどーしても人が足りなくてバイトの休みが取れませんでしたので、今日は欠席します、、、、、
本当にすいません。",1477988388.000029,2016-11-01 17:19:48.000029
takano,17時集合でいいと思います。 ,1477981825.000027,2016-11-01 15:30:25.000027
kurihara,<@U0JACJLRJ> 今日の懇親会って17時くらいに集合でいいんですか？,1477980850.000026,2016-11-01 15:14:10.000026
shohei516,明日だよー,1477909291.000025,2016-10-31 19:21:31.000025
takahashiy,"連絡遅くなって申し訳ありません。
明日の懇親会遅れます。
もしかしたら行けないかもしれません。",1477897339.000024,2016-10-31 16:02:19.000024
kurihara,3年生の懇親会って明日でいいんですよね？,1477896848.000023,2016-10-31 15:54:08.000023
takano,本当ですね。先ほどアップロードしました。,1477833193.000022,2016-10-30 22:13:13.000022
shohei516,<@U0JACJLRJ> 第5回のところには、授業のスライドしかありません。,1477559511.000021,2016-10-27 18:11:51.000021
takano,え、本当？,1477559224.000020,2016-10-27 18:07:04.000020
shohei516,<@U0JACJLRJ>  高野先生、情報検索システムのレポート課題の内容がKbookにアップされていません。,1477558192.000019,2016-10-27 17:49:52.000019
otaki,<@U0JAJP7CY|otaki> has left the channel,1477448219.000016,2016-10-26 11:16:59.000016
otaki,<@U0JAJP7CY|otaki> has joined the channel,1477448057.000011,2016-10-26 11:14:17.000011
ishikawa,今日のセミナーですが10分ほど遅刻しそうです、すみません。,1476841546.000010,2016-10-19 10:45:46.000010
kurihara,微妙に遅刻します 後5分くらいで到着します,1476238260.000009,2016-10-12 11:11:00.000009
takano,わかりました。ありがとう。,1475969693.000008,2016-10-09 08:34:53.000008
shohei516,曜日については調査したところ、火曜日が8人(上村君以外)OKで一番多いので、火曜が有力ではあります。,1475936409.000007,2016-10-08 23:20:09.000007
shohei516,申し訳ございません。まだ決まっていません。今、グループで話しているのですが、11月だと学園祭の準備等々で集まれる日は限られるのではという指摘があったので、皆の10月の最終週の予定を聞いて決めたいと思います。,1475936307.000006,2016-10-08 23:18:27.000006
takano,セミナー懇親会は何日になりそうですか。 ,1475917620.000004,2016-10-08 18:07:00.000004
yuta,急いでいきます；,1474424590.000003,2016-09-21 11:23:10.000003
yuta,すみません、少し遅れます,1474424582.000002,2016-09-21 11:23:02.000002
