id,text,ktakano,toC1421,H-tsukiji,kaseiaoki
278,C,0,0,0,0
279,％,0,0,0,0
280,C,0,0,0,0
281,％,0,0,0,0
282,C,0,0,0,0
283,％,0,0,0,0
284,位,0,0,0,0
285,位,0,0,0,0
286,位,0,0,0,0
287,位,0,0,0,0
288,位,0,0,0,0
289,位,0,0,0,0
290,STEP:,0,0,0,0
291,除外されなかった地域の中でも，より聞き取りやすい地域,0.180906807,0,0,0
292,音声での問題を多く含むように出題．,0.081649658,0,0,0
294,出題パターンは,0,0,0,0
297,パターン,0,0,0,0
298,：正答率の比,0.115470054,0,0,0
299,率,0.1,0,0,0
300,による出題数算出．,0.057735027,0,0,0
302,全問題数,0,0,0,0
303,P,0,0,0,0
304,個とし，出題数,0.05,0.074535599,0,0
305,X,0,0,0,0
306,個を求めたい地域の，正答率を,0.089442719,0,0,0
307,AVE,0,0,0,0
309,出題する地域の,0.115470054,0.172132593,0.204124145,0
310,総数,0,0,0,0
312,C,0,0,0,0
313,個とする,0.141421356,0.210818511,0.25,0
315,X,0,0,0,0
317,P,0,0,0,0
319,AVE/C(C,0,0,0,0
322,と,0,0,0,0
323,なるように，それぞれの地域の出題数を設定．,0,0,0,0
324,地域推薦機能,0,0,0,0
326,パターン,0,0,0,0
327,の例と特徴,0,0,0,0
329,地域ごとの正答率にあまり差がない場合，出題する音声の地域,0.160356745,0.079681907,0.094491118,0
330,ごとの問題数は一定になる．,0,0,0,0
332,地域ごとの正答率に大きく差が出た場合は，パターン１と同じ,0.120604538,0,0,0
333,結果になる,0,0,0,0
335,差を出したいのであれば，正答率の差がでやすいよ,0.126491106,0,0.167705098,0
336,うに調整する必要あり．,0.089442719,0.133333333,0.158113883,0
337,地域推薦機能,0,0,0,0
338,地域,0,0,0,0
339,地域別正答率,0.1,0,0,0
340,C,0,0,0,0
341,％,0,0,0,0
342,C,0,0,0,0
343,％,0,0,0,0
344,C,0,0,0,0
345,％,0,0,0,0
346,全,0,0,0,0
347,問出題する場合,0.1,0.149071198,0.176776695,0
348,C=,0,0,0,0
349,問,0,0,0,0
350,",C=",0,0,0,0
351,問,0,0,0,0
352,",C=",0,0,0,0
353,問,0,0,0,0
354,地域,0,0,0,0
355,地域別正答率,0.1,0,0,0
356,C,0,0,0,0
357,％,0,0,0,0
358,C,0,0,0,0
359,％,0,0,0,0
360,C,0,0,0,0
361,％,0,0,0,0
362,全,0,0,0,0
363,問出題する場合,0.1,0.149071198,0.176776695,0
364,C=,0,0,0,0
365,問,0,0,0,0
366,",C=",0,0,0,0
367,問,0,0,0,0
368,",C=",0,0,0,0
369,問,0,0,0,0
370,プロトタイプシステム①,0.070710678,0,0,0
372,問題,0,0,0,0
373,ごとの正答率から，地域,0.1,0,0,0
374,別,0,0,0,0
375,の正答率を算出する機能．,0.223606798,0.133333333,0.158113883,0
377,聞き取りやすさを判定するため、地域ごとの問題数を一定にし,0.259807621,0.129099445,0.102062073,0
378,て出題数する機能．,0.1,0.149071198,0.176776695,0
379,(P,0,0,0,0
380,問：,0,0,0,0
381,C,0,0,0,0
382,個の地域から出題するなら，,0.089442719,0.133333333,0.158113883,0
383,地域の,0,0,0,0
384,X,0,0,0,0
386,P/C,0,0,0,0
387,個,0,0,0,0
389,プロトタイプシステム②,0.070710678,0,0,0
391,正答,0.1,0,0,0
392,率,0.1,0,0,0
393,の順位の高い,0,0,0,0
394,地域,0,0,0,0
395,の音声を多く出題,0.115470054,0,0,0
397,パターン,0,0,0,0
399,X=P,0,0,0,0
401,(C,0,0,0,0
403,N)/CC,0,0,0,0
407,正答率の順位の低い地域の音声を多く出題,0.141421356,0,0,0
409,パターン,0,0,0,0
410,の逆,0,0,0,0
412,X=P,0,0,0,0
414,N/CC,0,0,0,0
417,解答を送信,0,0,0,0
418,(EX:,0,0,0,0
419,聞き取れなかった単語数,0,0,0,0
421,Ex,0,0,0,0
422,）空欄個数,0,0,0,0
423,の場合,0,0,0,0
424,聞き取れなかった,0,0,0,0
425,空欄をクリック,0,0,0,0
426,空欄箇所の単語（例では,0,0,0,0
427,this,0,0,0,0
430,DB,0,0,0,0
431,に登録,0,0,0,0
432,・正答率を計算し,0.15,0.074535599,0,0
433,DB,0,0,0,0
434,に格納,0,0,0,0
435,(EX:,0,0,0,0
438,が正答率）,0.115470054,0.086066297,0,0
439,プロトタイプシステム③,0.070710678,0,0,0
441,音声別正答率,0.2,0,0,0
444,解答の流れ,0,0,0,0
446,空欄を持つ問題の生成．,0,0,0,0
448,音声,0.2,0,0,0
449,を再生し，空欄箇所についての解答を行う．,0.040824829,0.060858062,0,0
451,解答：聞き取れなかった箇所をクリックする,0.089442719,0.133333333,0.158113883,0
454,答,0,0,0,0
455,えの表示：音声を聞き終わったら，問題文のスクリプト,0.106066017,0,0,0
457,答え,0,0,0,0
459,を表示,0,0,0,0
462,解答の確認：空欄箇所について，「聞き取れていると思っていた,0.070710678,0,0,0
464,空欄,0,0,0,0
465,になっていた）が，実は間違っていた」単語の空欄も，解答してもら,0.144337567,0.043033148,0,0
466,う．,0,0,0,0
468,確認,0,0,0,0
469,が終わったら，最後に解答を送信．,0,0,0,0
470,プロトタイプシステム④,0.070710678,0,0,0
472,音声別正答率,0.2,0,0,0
474,実験,0.2,0,0.176776695,0
475,実験目的,0.141421356,0,0.125,0
476,提案システムを用いた学習方法と，,0.089442719,0.066666667,0,0.134839972
478,ースラインとなるシステムによる学習方,0.089442719,0.066666667,0,0.134839972
479,法とでの，正答率や継続率，学習意識の変化を比較することにより，,0.221880078,0.124034735,0.098058068,0.083624201
480,提案システムの有用性を検証する．,0.163299316,0.121716124,0.144337567,0
481,Figure ,0,0,0,0
482,提案システムによって期待される効果,0.122474487,0,0,0
483,英語リスニングに,0,0,0,0
484,苦手意識がある人,0,0,0.176776695,0.150755672
485,聞き取れる！,0,0,0,0
486,楽しい！,0,0,0,0
488,学習意識の改善＊,0.057735027,0.086066297,0,0.174077656
490,学習継続率の,0.173205081,0.086066297,0,0.174077656
491,向上,0.1,0,0,0
492,これなら,0,0,0,0
493,続けられる,0,0,0,0
495,リスニング能力の,0,0,0,0
496,向上,0.1,0,0,0
497,テスト,0.1,0,0,0
498,の点が,0,0,0,0
499,上がった！,0,0,0,0
500,実験で比較する出題,0.178885438,0.133333333,0.237170825,0
501,方法,0,0,0,0
502,提案システム,0.070710678,0,0,0
504,地域別正答率の順位の高い地域を多く出題する方法,0.110940039,0.082689823,0.098058068,0
506,パターン,0,0,0,0
509,地域別正答率の比率の高い地域を多く出題する方法,0.110940039,0.082689823,0.098058068,0
511,パターン,0,0,0,0
513,ベースラインシステム,0.173205081,0,0,0
515,地域別正答率の順位,0.089442719,0,0,0
517,低,0,0,0,0
518,い地域,0.141421356,0,0,0
519,を多く出題する方法,0.1,0.149071198,0.176776695,0
522,地域別正答率の比率,0.089442719,0,0,0
523,の低い,0,0,0,0
524,地域を多く出題する方法,0.089442719,0.133333333,0.158113883,0
527,ランダムに出題する方法,0.15,0.149071198,0.176776695,0
529,地域別正答率を考慮しない,0.122474487,0.060858062,0.072168784,0
531,以下の項目を，ベースラインシステムによる実験結果①と,0.122474487,0,0,0
532,提案システムによる実験結果②とで比較し，,0.089442719,0.066666667,0,0
533,②が①を上回ることで，提案システムの有用性を,0.122474487,0,0,0
534,正答率,0.141421356,0,0,0
535,実験目的,0.141421356,0,0.125,0
536,提案システムの評価項目のうち，以下の二つについて,0.037796447,0,0,0
538,学習継続率,0.173205081,0.086066297,0,0.174077656
540,正答率,0.141421356,0,0,0
542,ベースラインシステム,0.173205081,0,0,0
543,による実験,0.2,0,0.176776695,0
544,結果と，提案,0,0,0,0
545,システムに,0.1,0,0,0
546,よる,0,0,0,0
547,実験結果とを比較し，それぞれのシステムによるによる学習が，,0.166666667,0.149071198,0.058925565,0.100503782
548,学習者に与える効果を検証する．,0.163299316,0.182574186,0.216506351,0.123091491
549,実験①,0.2,0,0.176776695,0
550,実験方法,0.141421356,0,0.125,0
551,学習継続率については，以下の点に着目して考察を行う．,0.133333333,0.099380799,0,0.100503782
553,指定問題数を解き終わるまでの日数．,0,0,0,0
555,日に解答した問題数．,0.04472136,0.066666667,0,0
557,日,0,0,0,0
558,のログイン時間．,0,0,0,0
560,正答率については，以下の点に着目して考察を行う．,0.106066017,0.052704628,0,0
562,最小平均値と最大平均値の差．,0,0,0,0
564,正答,0.1,0,0,0
565,率,0.1,0,0,0
566,の増加傾向・下降傾向．,0,0,0,0
568,全問題での平均正答率．,0.089442719,0,0,0
569,インドネ,0,0,0,0
570,合計,0,0,0,0
572,女性,0,0,0,0
574,男,0,0,0,0
576,実験①,0.2,0,0.176776695,0
577,実験データ,0.141421356,0,0.125,0
578,実験①,0.2,0,0.176776695,0
579,実験データ,0.141421356,0,0.125,0
580,表,0,0,0,0
581,被験者一覧,0.070710678,0,0,0
582,被験者,0.1,0,0,0
583,職種,0,0,0,0
584,出身国,0,0,0,0
585,人数,0,0,0,0
586,留学経験あり,0,0,0.204124145,0
587,留学経験なし,0,0,0.204124145,0
588,学生,0,0,0,0
589,日本,0,0,0,0
590,？人,0,0,0.353553391,0.301511345
591,？人,0,0,0.353553391,0.301511345
592,学生,0,0,0,0
593,タイ,0,0,0,0
594,？人,0,0,0.353553391,0.301511345
595,？人,0,0,0.353553391,0.301511345
596,学生,0,0,0,0
597,インドネシア,0,0,0,0
598,？人,0,0,0.353553391,0.301511345
599,？人,0,0,0.353553391,0.301511345
600,学生,0,0,0,0
601,ベトナム,0,0,0,0
602,？人,0,0,0.353553391,0.301511345
603,？人,0,0,0.353553391,0.301511345
604,学生,0,0,0,0
605,シンガポール,0,0,0,0
606,？人,0,0,0.353553391,0.301511345
607,？人,0,0,0.353553391,0.301511345
609,実験手順,0.141421356,0,0.125,0
611,判定フェーズを実施．,0,0,0,0
613,提案システムによる学習を実施．,0.1,0.074535599,0,0.150755672
615,パターン,0,0,0,0
617,パターン２それぞれ,0,0,0,0
620,ベースラインシステムによる学習を実施．,0.178885438,0.066666667,0,0.134839972
621,実施期間,0,0,0,0
623,日（,0,0,0,0
624,出題方法ごと）,0,0,0,0
626,学習に使用する問題数,0.134164079,0.2,0.158113883,0.134839972
628,判定フェーズ：,0,0,0,0
629,問,0,0,0,0
631,ベースライン：各,0.115470054,0,0,0
632,問,0,0,0,0
633,提案システム：,0.070710678,0,0,0
634,問（,0,0,0,0
635,パターンごと）,0,0,0,0
636,問題,0,0,0,0
639,問題の空欄個数：,0,0,0,0
640,個,0,0,0,0
641,オプション：全空欄,0,0,0,0
642,実験①,0.2,0,0.176776695,0
643,実験手順,0.141421356,0,0.125,0
644,実験②,0.2,0,0.176776695,0
645,実験目的,0.141421356,0,0.125,0
646,提案システムの評価項目のうち，以下の項目について,0.033333333,0,0,0
647,学習,0.1,0.149071198,0,0.301511345
648,意識,0,0,0,0
649,の変化,0,0,0,0
651,ベースラインシステム,0.173205081,0,0,0
652,による実験,0.2,0,0.176776695,0
653,結果と，提案,0,0,0,0
654,システムに,0.1,0,0,0
655,よる,0,0,0,0
656,実験結果とを比較し，それぞれ,0.134164079,0.066666667,0.079056942,0
658,システムによる学習が，学習者,0.151185789,0.169030851,0.06681531,0.227921153
659,の学習意識に与える効果を検証する．,0.122474487,0.182574186,0.144337567,0.123091491
660,実験②,0.2,0,0.176776695,0
661,実験方法,0.141421356,0,0.125,0
662,学習意識の変化について,0.057735027,0.086066297,0,0.174077656
664,以下の点に着目して考察を行う．,0.040824829,0.060858062,0,0
666,実験,0.2,0,0.176776695,0
667,前,0.1,0,0,0
668,とそれぞれの学習,0.057735027,0.086066297,0,0.174077656
669,後,0,0,0,0
670,で比較した場合の,0.05,0.074535599,0,0
671,英語リスニング学習に対する学習意欲の変化．,0.070710678,0.158113883,0,0.319801075
673,提案システムによる学習の,0.115470054,0.086066297,0,0.174077656
674,結果,0,0,0,0
676,学習,0.1,0.149071198,0,0.301511345
677,意欲の,0,0.149071198,0,0.301511345
678,向上など,0.1,0,0,0
681,「学習意識の向上」を,0.115470054,0.086066297,0,0.174077656
682,感じた人数が,0,0.105409255,0,0
683,，ベースラインシステム,0.173205081,0,0,0
685,よる,0,0,0,0
686,学習,0.1,0.149071198,0,0.301511345
687,時のそれより,0,0,0,0
688,多ければ,0,0,0,0
690,提案,0,0,0,0
691,システムにより,0.1,0,0,0
693,学習者,0.141421356,0.105409255,0.125,0.213200716
694,の学習意識が向上したと言える．,0.122474487,0.182574186,0,0.123091491
695,実験②,0.2,0,0.176776695,0
696,実験②,0.2,0,0.176776695,0
697,実験②,0.2,0,0.176776695,0
698,実験②,0.2,0,0.176776695,0
699,実験②,0.2,0,0.176776695,0
700,被験者,0.1,0,0,0
701,ベース,0.1,0,0,0
702,ライン,0.1,0,0,0
703,システム,0.1,0,0,0
704,提案,0,0,0,0
705,システム,0.1,0,0,0
706,解答,0,0,0,0
707,実験結果,0,0,0,0
709,日何問,0,0,0,0
711,何日で終えた,0,0,0,0
714,Figure,0,0,0,0
715,実験①の流れ図,0.141421356,0,0.125,0
716,問,0,0,0,0
717,問,0,0,0,0
718,それぞれのシステム,0.070710678,0,0,0
719,の結果を比較,0,0,0,0
720,解答,0,0,0,0
,,,,,
,,26.67739148,11.07054488,15.60830722,12.31376013
