User,text,timestamp,time
takano,"チュラ研修生の研究テーマ企画発表会を開催します。
鷹野研／セミナーのみなさんも聴講しましょう。
---
日時：6月27日（水）5限
場所：K1 305教室
---",1529927493.000197,2018-06-25 20:51:33.000197
shibamoto,"  7月6日 (金) 9:00 , 日本標準時 にこのチャンネルでこれをリマインドするよう設定しました : “残留届を出して下さい” ",1529672195.000025,2018-06-22 21:56:35.000025
slackbot,リマインダー : 延長届けを出してね:heart:,1529625602.000003,2018-06-22 09:00:02.000003
ko-hei,<https://www.youtube.com/watch?v=vh3ZFtVqzac>,1528958621.00005,2018-06-14 15:43:41.000050
ko-hei,,1528958194.000174,2018-06-14 15:36:34.000174
ko-hei,,1528958010.000314,2018-06-14 15:33:30.000314
ko-hei,,1528957952.000192,2018-06-14 15:32:32.000192
ko-hei,<https://dolphin.mkm.ic.kanagawa-it.ac.jp/~kamimura/e-listening/public/>,1528957860.000175,2018-06-14 15:31:00.000175
tsukiji,"  6月22日 (金) 9:00 , 日本標準時 にこのチャンネルでこれをリマインドするよう設定しました : “延長届けを出してね:heart:” ",1528446870.000215,2018-06-08 17:34:30.000215
hisatsugu_1521038,<@U2808K7U2>わかりました,1528444683.000165,2018-06-08 16:58:03.000165
shibamoto,"<@U4Y3V5NKX>
出せそうなら出しておいてもらえると助かる",1528443722.000295,2018-06-08 16:42:02.000295
hisatsugu_1521038,出してません,1528443662.000408,2018-06-08 16:41:02.000408
shibamoto,<@U4Y3V5NKX> 残留届って出した？,1528443639.000481,2018-06-08 16:40:39.000481
slackbot,リマインダー : 残留届を出してください,1528416022.00038,2018-06-08 09:00:22.000380
takano,"5月28日（月）より、チュラロンコーン大学の学生が研究室に来ます。Chalisa Kittirojrattanaさんです。
研究室でのお世話やコミュケーションなどをはかって、Chalisaさんとみなさんの双方にとって、良い体験ができるように協力お願いします。",1527309351.000016,2018-05-26 13:35:51.000016
shibamoto,"  6月8日 (金) 9:00 , 日本標準時 にこのチャンネルでこれをリマインドするよう設定しました : to “残留届を出してください” ",1527223173.00011,2018-05-25 13:39:33.000110
slackbot,リマインダー : 延長届を出してください,1527206426.000396,2018-05-25 09:00:26.000396
ko-hei,"  5月25日 (金) 9:00 , 日本標準時 にこのチャンネルでこれをリマインドするよう設定しました : “延長届を出してください” ",1526033723.000104,2018-05-11 19:15:23.000104
slackbot,リマインダー : 残留届を出してください,1525996826.000428,2018-05-11 09:00:26.000428
s1421163,"  5月11日 (金) 9:00 , 日本標準時 にこのチャンネルでこれをリマインドするよう設定しました : “残留届を出してください” ",1524801475.000197,2018-04-27 12:57:55.000197
ko-hei,残留届を印刷して共同机において置いたので，活用してください．,1524791093.00011,2018-04-27 10:04:53.000110
slackbot,リマインダー : 延長届を出してください,1524787228.000002,2018-04-27 09:00:28.000002
takano,"CIJネクストの説明会があります。本日11:10am、704 I科セミナー室です。

　　11:10～12:00  会社説明会
　　12:00～12:20 先輩との質疑応答(五百蔵研OB木村くん)
　　12:20～12:30 第一次選考のご案内",1524702137.000034,2018-04-26 09:22:17.000034
,<@UADFUGKGE>さんがチャンネルに参加しました,1524622001.000163,2018-04-25 11:06:41.000163
,<@UABCFHPR7>さんがチャンネルに参加しました,1524550097.0003,2018-04-24 15:08:17.000300
,<@UACV5QSS3>さんがチャンネルに参加しました,1524544099.000111,2018-04-24 13:28:19.000111
ko-hei,"<@U7D4HNSKX> <@UA8J83XGB> <@UA8R59T45> 
お疲れ様です。大学院１年の上村です。
既に先生が何回か仰っているのですが、
Slackのid(display name)を半角英数字に変更してもらえませんか？",1524442753.000128,2018-04-23 09:19:13.000128
s1721059,"サイトをみて面白いと思ったのですが、ユニットのレポートとバイトで来週結構忙しく、私の参加は厳しいと思います。
鷹野先生本当に申し訳ありません。",1524317839.000073,2018-04-21 22:37:19.000073
ko-hei,"<@U0JACJLRJ> おはようございます。
サイトの内容を見てみました．応募してみたいと僕も思います．",1524187853.00006,2018-04-20 10:30:53.000060
takano,アルゴリズムの検証には非常に便利です。どんどん使いましょう。,1524182659.000079,2018-04-20 09:04:19.000079
takano,"<@U12475CJC> <@UA68UE2VC> <@U4Y2B9X28> これも応募しておきませんか。
<http://ligp.gingerapp.co.jp/form/>",1524182553.000266,2018-04-20 09:02:33.000266
s1621071,<@UA83LUHK2>さんがチャンネルに参加しました,1524042728.000019,2018-04-18 18:12:08.000019
s1621049,<@UA85J25L1>さんがチャンネルに参加しました,1524030875.0001,2018-04-18 14:54:35.000100
s1521166,<@UA8J83XGB>さんがチャンネルに参加しました,1524027990.000096,2018-04-18 14:06:30.000096
s1621155,<@UA8R59T45>さんがチャンネルに参加しました,1524027474.000141,2018-04-18 13:57:54.000141
s1621086,<@UA94V2GF9>さんがチャンネルに参加しました,1523960395.00018,2018-04-17 19:19:55.000180
soccer.barca2423,<@UA6L5R7M1>さんがチャンネルに参加しました,1523666327.000067,2018-04-14 09:38:47.000067
ko-hei,"  4月27日 (金) 9:00 , 日本標準時 にこのチャンネルでこれをリマインドするよう設定しました : “延長届を出してください” ",1523599765.000068,2018-04-13 15:09:25.000068
slackbot,リマインダー : 延長届を出してください,1523577610.000447,2018-04-13 09:00:10.000447
djmmanganip,<@UA5GZKRKM>さんがチャンネルに参加しました,1523538879.000002,2018-04-12 22:14:39.000002
fonsgov,<@UA5HJU666>さんがチャンネルに参加しました,1523529540.00018,2018-04-12 19:39:00.000180
502takara323bako831,<@UA6E6PYSK>さんがチャンネルに参加しました,1523504754.000098,2018-04-12 12:45:54.000098
s1721059,<@UA68UE2VC>さんがチャンネルに参加しました,1523500330.000186,2018-04-12 11:32:10.000186
s1621093,<@UA4SAEVQS>さんがチャンネルに参加しました,1523447332.000418,2018-04-11 20:48:52.000418
s1421163,<@UA5NHRKCP>さんがチャンネルに参加しました,1523421993.000263,2018-04-11 13:46:33.000263
tsukiji,MATLAB学校アカウントで使えるらしいです,1522897454.000231,2018-04-05 12:04:14.000231
tsukiji,,1522897427.00023,2018-04-05 12:03:47.000230
syun070822,<@UA0BWS0F8>さんがチャンネルに参加しました,1522651942.000003,2018-04-02 15:52:22.000003
t.kasai,昨年度卒業生のアカウントをdiactivateしました,1522635072.000094,2018-04-02 11:11:12.000094
ko-hei,"  4月13日 (金) 9:00 , 日本標準時 にこのチャンネルでこれをリマインドするよう設定しました : “延長届を出してください” ",1522380670.000147,2018-03-30 12:31:10.000147
slackbot,リマインダー : 延長届を出してください,1520553624.000491,2018-03-09 09:00:24.000491
ko-hei,"  3月9日 (金) 9:00 , 日本標準時 にこのチャンネルでこれをリマインドするよう設定しました : “延長届を出してください” ",1519363773.000155,2018-02-23 14:29:33.000155
t.kasai,"<!everyone> 
明日（2/20）最後の懇親会というか飲み会やります。
参加自由なので3・4年生関係なく参加できる人だけ参加してほしい感じです。（遠方の人は無理しなくて大丈夫です）
ピザとかビールとかワインとかの予定です。
18時開始の予定です。よろしくお願いします。",1519027641.0002,2018-02-19 17:07:21.000200
ko-hei,はーい、海外研修頑張って:+1:,1519000129.000102,2018-02-19 09:28:49.000102
shibamoto,わかりました。宜しくお願いします,1518965100.000033,2018-02-18 23:45:00.000033
ko-hei,柴本さんと重田くんの分は別の日に補填するから大丈夫，いつやるかはまた今度決めましょう,1518919526.000028,2018-02-18 11:05:26.000028
shibamoto,海外研修組(私と重田君)が、参加できないのですが、必要な情報は後日、我々にも共有されるという認識で大丈夫でしょうか…。,1518915131.000084,2018-02-18 09:52:11.000084
ishikawa,"<!everyone> 
3年生の皆さんへ
お疲れ様です、石川です。少し前に4年生から研究紹介があったと思いますが、来年度に向けて、4年生がおこなってきた卒業研究の引き継ぎ会を2月26日（月）に実施します。
この引き継ぎ会では、4年生が取り組んできた研究内容を3年生が引き継げるように、そして4年生に上がる皆さんが1年間研究室で卒業研究に取り組んでいく中で、
必要な情報を共有する回になります。出来る限り参加してください。",1518858669.000083,2018-02-17 18:11:09.000083
tsukiji,昔の引継ぎに関する資料を送ります,1518671895.000142,2018-02-15 14:18:15.000142
tsukiji,,1518671877.000028,2018-02-15 14:17:57.000028
tsukiji,,1518671824.000044,2018-02-15 14:17:04.000044
tsukiji,,1518671821.000152,2018-02-15 14:17:01.000152
t.kasai,<@U0JACJLRJ> わかりました,1518598710.000126,2018-02-14 17:58:30.000126
takano,修士中間ポスターは18時以降に速やかにはがしてください、とのことです,1518598495.000248,2018-02-14 17:54:55.000248
matsuoka,<@U0JACJLRJ> ありがとうございます！先生のご指導のおかげです。,1518429705.000253,2018-02-12 19:01:45.000253
takano,<@U107MMD8Q> 松岡さんの卒研発表ですが、山本先生、須藤先生からとても高い評価をしてもらい、山本先生からはお褒めの言葉を頂きました。良かったですね！,1518422521.000139,2018-02-12 17:02:01.000139
shohei516,<@U10J4NGHH>さんがメッセージをこのチャンネルにピン留めしました。,1517537287.000103,2018-02-02 11:08:07.000103
shohei516,"残留届を提出しました。
なお，今年度一杯は休講日ということなので
今後提出する際は  ○月○日 08時 ~ ○月○日 08時 と書いてください.",1517537267.000007,2018-02-02 11:07:47.000007
slackbot,リマインダー : 延長届を提出してください,1517529616.000407,2018-02-02 09:00:16.000407
ko-hei,いきます,1516765508.00005,2018-01-24 12:45:08.000050
takano,<@U12475CJC> <@U0JAEV08K> 国際課来れる,1516765439.000076,2018-01-24 12:43:59.000076
matsuoka,<@U0JACJLRJ> わかりました,1516759480.000311,2018-01-24 11:04:40.000311
kaiseiaoki,<@U0JACJLRJ> 分かりました,1516758850.000101,2018-01-24 10:54:10.000101
takano,<@U107MMD8Q> <@U105P17QT> 印鑑持ってきてもらえますか,1516758001.000232,2018-01-24 10:40:01.000232
ishikawa,"  2月2日 (金) 9:00 , 日本標準時 にこのチャンネルでこれをリマインドするよう設定しました : “延長届を提出してください” ",1516587309.000264,2018-01-22 11:15:09.000264
slackbot,リマインダー : 延長届出してください,1516320014.000436,2018-01-19 09:00:14.000436
t.kasai,よろしくお願いします,1516090802.0003,2018-01-16 17:20:02.000300
t.kasai,"年末から稼働していなかった学内回線の無線LANアクセスポイントを再稼働させました
再稼働させる際に設定変更を行ったのでSSIDとパスワードが以前と異なります
SSID：
　takanolab-campus-24（2.4GHz）
　takanolab-campus-5（5GHz）
パスワード（両方共通）：
　takanolab",1516090711.000178,2018-01-16 17:18:31.000178
takano,,1516017916.000116,2018-01-15 21:05:16.000116
takano,土日に、センター試験があるので、研究室で作業することはできません。,1515741947.000091,2018-01-12 16:25:47.000091
takano,12F 第4食堂です！,1515725145.000059,2018-01-12 11:45:45.000059
takano,1/17(水)18:00〜 MindとWawaとの交流会 兼送別会をします。,1515725135.000004,2018-01-12 11:45:35.000004
tsukiji,"  1月19日 (金) 9:00 , 日本標準時 にこのチャンネルでこれをリマインドするよう設定しました : “延長届出してください” ",1515587909.000226,2018-01-10 21:38:29.000226
takano,スライド5のタイトル：読み書き頻度の高い単語の抽出例,1515135726.000109,2018-01-05 16:02:06.000109
takano,スライド28：タイトルは、実験考察だけでよい。,1515135530.000159,2018-01-05 15:58:50.000159
takano,スライド11：ドキュメント形式ごとの重みの説明がない（文章はあるけど）,1515135109.000067,2018-01-05 15:51:49.000067
takano,スライド8：1から3の文章に、対応する機能を見出しとして書いておくと良い,1515134982.000047,2018-01-05 15:49:42.000047
takano,スライド5：もう少し上手に説明しましょう,1515134866.000101,2018-01-05 15:47:46.000101
takano, スライドが切り替わった時の、つなぎの台詞がない。,1515134770.000165,2018-01-05 15:46:10.000165
takano, 赤くマークされている単語が一つもなのに、英文スコアが高いのがあるのはなぜだっけ。,1515132605.000088,2018-01-05 15:10:05.000088
takano,プロトタイプシステムの図は、もっと大き目がいいです。,1515132183.000184,2018-01-05 15:03:03.000184
takano,英語例文出題機能は、例がないとわかりにくいですね。例をつけられませんか。,1515132162.000107,2018-01-05 15:02:42.000107
takano,英単語頻出機能など、詳細を説明する前に、簡単に概要を説明できると良い。,1515131962.000036,2018-01-05 14:59:22.000036
ko-hei,"<@U0JACJLRJ>17時からバイトになっていました。

昼過ぎまでご一緒します",1515124843.000093,2018-01-05 13:00:43.000093
slackbot,リマインダー:延長届を提出してください,1515110402.000263,2018-01-05 09:00:02.000263
takano,1/7(日)に、チュラ学生と神宮にスケートに行きます。お昼頃の予定です。ぜひみなさんもご参加ください。,1515101744.000013,2018-01-05 06:35:44.000013
ishikawa,申し訳ないです。,1515065670.000364,2018-01-04 20:34:30.000364
matsuoka,<@U0JACJLRJ> 行けないです、申し訳ございません。,1515060382.000152,2018-01-04 19:06:22.000152
takano,<@U12475CJC> わかりました。,1515059847.000076,2018-01-04 18:57:27.000076
ko-hei,<@U0JACJLRJ> 明日実家から戻ってくるので、ちょっと厳しいです、、、,1515058993.000011,2018-01-04 18:43:13.000011
takano,簡単な打ち合わせもしたいと思います。,1515057104.000107,2018-01-04 18:11:44.000107
takano,<@U106UP90U> 石川くんはむりでしたね。,1515056900.00017,2018-01-04 18:08:20.000170
takano,<@U107MMD8Q> 岡安さんにも連絡とってもらえますか。,1515056888.000421,2018-01-04 18:08:08.000421
takano,<@U105P17QT> <@U107MMD8Q> <@U12475CJC> <@U106UP90U> 明日ですが、学会の会場準備で横浜に行きます。14:00から予定しているのだけど、みんなこれるのだっけ？,1515056869.000309,2018-01-04 18:07:49.000309
kaiseiaoki,できる限りのことは試しますが　用事があるため１８時には帰宅させていただきます　申し訳ありません,1514622657.000049,2017-12-30 17:30:57.000049
kaiseiaoki,電源はついてるみたいですが　ディスプレイに接続などがダメですね。。。　知識がないのでこちらでは詳しくはわからないのですが。。,1514620706.000045,2017-12-30 16:58:26.000045
takano,だめですね。なんでだろう。。,1514620593.000036,2017-12-30 16:56:33.000036
kaiseiaoki,度々確認して申し訳ないですが　まだメールサーバーに接続できませんか？,1514618961.000013,2017-12-30 16:29:21.000013
takano,ありがとう。ディスプレイはrgbでつながってたよ。,1514617769.000062,2017-12-30 16:09:29.000062
kaiseiaoki,"電源はついてますが,映像出力とかはできないですね..　lanもしっかり刺さってると思いますが..",1514616769.000047,2017-12-30 15:52:49.000047
kaiseiaoki,わかりました　あとはディスプレイを繋げて確認してみます,1514615637.000016,2017-12-30 15:33:57.000016
takano,だとすると、青木くんにお願いできるのは、LANケーブルを念のため、カチッとさし直してもらうことですかね。,1514615038.000009,2017-12-30 15:23:58.000009
takano,電源は入ってるんだ。。,1514614931.000033,2017-12-30 15:22:11.000033
kaiseiaoki,電源は入れたので笠井さんなどに確認して動作を確認してみます　お手数おかけしました,1514614815.000033,2017-12-30 15:20:15.000033
kaiseiaoki,確かにPs2マウスが繋がっています,1514614704.000082,2017-12-30 15:18:24.000082
takano,PS2のマウスときーぼーどがつながっているの1台しかないと思います。,1514614650.000041,2017-12-30 15:17:30.000041
takano,位置関係とか、ごついキーボードが繋がっているとか、記憶していません。,1514614619.00001,2017-12-30 15:16:59.000010
takano,外観だけだとわかりません。。,1514614588.000006,2017-12-30 15:16:28.000006
kaiseiaoki,これでしょうか?,1514614510.000039,2017-12-30 15:15:10.000039
takano,そのあたりだと思います。,1514614411.00004,2017-12-30 15:13:31.000040
kaiseiaoki,間違えました　dolphinの左隣です,1514614399.000017,2017-12-30 15:13:19.000017
takano,Swallowはテーブルの上じゃなかったっけ？,1514614378.000004,2017-12-30 15:12:58.000004
kaiseiaoki,swallow の左隣のサーバーしょうか？,1514614347.000001,2017-12-30 15:12:27.000001
takano, 確かPs2のマウスとキーボードがつながっているPCです。,1514614285.00003,2017-12-30 15:11:25.000030
takano,まだ、sshつながりませんね。,1514614209.00005,2017-12-30 15:10:09.000050
kaiseiaoki,Dolphin swallow  と名前が分からなかったのですがメールサーバを起動しました,1514614146.000029,2017-12-30 15:09:06.000029
takano,3台起動した？,1514614033.000013,2017-12-30 15:07:13.000013
kaiseiaoki,<@U0JACJLRJ> Dolphinと同時に起動したのですが、動いてませんか？,1514613990.000037,2017-12-30 15:06:30.000037
takano,あおきくん、メールサーバの起動もお願いできますか。dolphinはログインできたけど、メールサーバはできません。,1514613564.000052,2017-12-30 14:59:24.000052
kaiseiaoki,"連絡が遅れましたが、dolphin,swallowなどのサーバを起動させました　他に何かあれば連絡お願いします。",1514609417.000027,2017-12-30 13:50:17.000027
kaiseiaoki,明日の午前中くらいにサーバーなどを再起動させます　他にしてほしい作業のある方は連絡お願いいたします,1514518270.000144,2017-12-29 12:31:10.000144
ko-hei,"<!channel> 本日、鷹野研究室の忘年会を開催します！時間は18時ごろを予定しています！
参加したい人は18時ごろに研究室に集まってください！",1514354951.000081,2017-12-27 15:09:11.000081
takano,yokohama,1514339570.000158,2017-12-27 10:52:50.000158
kaiseiaoki,すみません　駅で迷ったので30分に間に合わないかも知れないです,1514337910.000111,2017-12-27 10:25:10.000111
takano,電車を一本乗り遅れたので、10:50頃到着予定です。,1514336098.000083,2017-12-27 09:54:58.000083
ishikawa,<@U0JACJLRJ> 分かりました。,1514290546.000184,2017-12-26 21:15:46.000184
matsuoka,<@U0JACJLRJ> わかりました。,1514289556.000018,2017-12-26 20:59:16.000018
kaiseiaoki,分かりました　,1514289154.000005,2017-12-26 20:52:34.000005
takano,<@U107MMD8Q> <@U106UP90U> <@U105P17QT> 明日は10:30に横浜中央郵便局集合で良いですか。,1514287871.000158,2017-12-26 20:31:11.000158
kaiseiaoki,↑すみません　英文の抜き出しが甘かったので修正します,1514193422.00009,2017-12-25 18:17:02.000090
kaiseiaoki,<@U0JACJLRJ> ドキュメントファイルをアップして練習だけできるものをつくりました,1514193039.000102,2017-12-25 18:10:39.000102
kaiseiaoki,<https://dolphin.mkm.ic.kanagawa-it.ac.jp/~aoki/simple/answer.html>,1514192566.000109,2017-12-25 18:02:46.000109
ishikawa,"  2018年1月5日 (金) 9:00 , 日本標準時 にこのチャンネルでこれをリマインドするよう設定しました : “延長届を提出してください” ",1514090869.000023,2017-12-24 13:47:49.000023
slackbot,リマインダー:延長届を提出してください,1513900807.000308,2017-12-22 09:00:07.000308
takano,共同研究や一般的なお世話などよろしくお願いします,1513665199.000003,2017-12-19 15:33:19.000003
takano,明日から、チュラの学生２名が１か月間、鷹野研配属になります。,1513665026.000096,2017-12-19 15:30:26.000096
ko-hei,dolphinサーバーのアップデートが来ていたので，反映させました.,1513310341.000063,2017-12-15 12:59:01.000063
ishikawa,"  12月22日 (金) 9:00 , 日本標準時 にこのチャンネルでこれをリマインドするよう設定しました : “延長届を提出してください” ",1512720238.000165,2017-12-08 17:03:58.000165
ko-hei,"<@U106Y1J7N> eも忘れてたわ、ありがとう。
了解です。",1512693152.000285,2017-12-08 09:32:32.000285
tsukiji,"<@U106Y1J7N> 返信遅れました
了解です",1512634194.000263,2017-12-07 17:09:54.000263
kurihara,後、扉の開け閉めは静かにおねがいします。,1512626693.0001,2017-12-07 15:04:53.000100
kurihara,（告知が遅くて申し訳ないのですが）諸事情により残留届けを出しそこねているので今日までは22時までに帰宅するようone以外します。明日から残留届けの提出を再開します。,1512626684.00006,2017-12-07 15:04:44.000060
takano,"<@U2808K7U2> <@U4YM85G94> <@U79FX6VFF> <@U7D4HNSKX> バタム海外研修の旅程が決まりました。
【往路】
‪２月２１日（水）・・・搭乗手続きは２月２０日の夜‬
ANA843　羽田　‪００：３０‬－シンガポール　‪０６：５５‬

【復路】
‪３月１９日（月）‬
ANA844　シンガポール　‪２２：２５‬－羽田　‪０６：００‬(‪3/20‬)",1511484822.000114,2017-11-24 09:53:42.000114
takano,あと、パスポートを取得していなくても申し込みはできます。,1511164200.000101,2017-11-20 16:50:00.000101
takano,"バタム海外研修を検討しているみなさんへ：
11/24(金)が申し込み締切となっています。検討の上、国際センターへ申し込んでください。質問があれば個別でもいいですし、築地くんや上村くんにも聞いてみてください。",1511164181.000185,2017-11-20 16:49:41.000185
kaiseiaoki,"  Friday, December 1st 9:00 , Japan Standard Time にこのチャンネルでこれをリマインドするよう設定しました : “延長届を出してください” ",1511095855.000014,2017-11-19 21:50:55.000014
slackbot,Reminder: 延長届を出してください,1510876827.000364,2017-11-17 09:00:27.000364
