58,スマートフォンやタブレットでは構文の入力が困難な場合があ,1,0,0,0,0,0.062714725,0.116690007,0.15713484
60,上のプログラミングと同等のことをしようとすると操作,1,0.190500191,0,0.113227703,0,0.166297526,0.297044263,0.166666667
61,性に限界がある．,1,0,0,0.092450033,0,0,0.121267813,0
63,の手法が存在した時，それをよく吟味してから比較す,1,0.048001536,0,0.042796049,0,0.100567291,0,0
64,る必要があり，時間がかかる．,1,0,0,0.080064077,0,0.14110813,0,0
65,環境下での設計時の負担を軽減するよ,1,0.339422117,0.267261242,0.18156826,0,0.355559067,0.344016481,0.089087081
66,うなエディタ及びシステムを提案する．,1,0.146647115,0,0.26148818,0,0.192023843,0.11433239,0.096225045
68,雛形,1,0,0,0,0.353553391,0,0,0
73,実際のソースコードを書くときにテンプレートとなりうるもの,1,0,0.125,0,0,0,0.049507377,0
75,の断片（スニペット）を検索する．,1,0.179605302,0,0.080064077,0,0.235180217,0.210042013,0.11785113
76,検索はクロールされたデータを元にし，エディタ上に挿入をするこ,1,0.103695169,0,0.046225016,0,0.135781362,0.141479115,0.068041382
77,とで，プログラミングの効率化を図る,1,0.089802651,0,0.080064077,0,0.047036043,0.105021006,0.11785113
79,検索,1,0,0,0,0,0,0.070014004,0
80,したスニペットをブロックとしてファイルに挿入する．,1,0.146647115,0,0.065372045,0,0.230428612,0.142915488,0.096225045
82,生成されたソースコードの雛形を，実際のプログラミングの,1,0.067884423,0,0.060522753,0.133630621,0.035555907,0.132314031,0.089087081
83,資源として活用できる,1,0.207390339,0,0.092450033,0.204124145,0.054312545,0,0
86,ブロックという概念を導入する,1,0.179605302,0,0.080064077,0,0.188144174,0.140028008,0.11785113
88,スニペット,1,0,0,0,0,0.094072087,0.070014004,0
91,と,1,0,0,0,0,0,0.140028008,0
92,いう単位で定義する．ブロックは並び替えや,1,0.127000127,0,0.056613852,0,0.166297526,0.148522131,0.083333333
93,追加・削除ができる．,1,0.207390339,0,0.092450033,0.204124145,0.054312545,0,0
96,操作に,1,0,0,0,0,0,0.070014004,0
97,よる直感的なブロックの並び替えが可能．,1,0,0.133630621,0.060522753,0,0,0,0.089087081
100,ブロックの追加ボタンで空のブロックを追加可能。,1,0,0,0,0,0,0.040422604,0.068041382
101,タイトルから検索や推薦を行う,1,0,0,0,0,0.084140632,0.062622429,0
105,評価方法,1,0,0,0,0,0,0.099014754,0
107,時間計測,1,0,0,0.113227703,0,0.199557032,0,0
109,通常時のように,1,0.311085508,0,0.092450033,0,0.054312545,0.040422604,0
110,PC,1,0,0,0,0,0,0.140028008,0
111,でプログラミングしたときと，タブレットを活用,1,0.073323558,0,0.065372045,0,0.076809537,0.34299717,0.19245009
112,して設計した後プログラミングをしたときの時間を測る．,1,0.04637389,0,0.124034735,0,0.170025159,0.19885292,0.060858062
114,時間を計測する機能を実装する．,1,0.254000254,0,0.169841555,0,0.365854558,0.247536886,0.166666667
115,今後の課題と予定,1,0.103695169,0,0,0,0.054312545,0.080845208,0
116,システム,1,0,0,0.320256308,0,0.094072087,0,0
117,の評価方法,1,0,0,0,0,0,0.099014754,0
120,具体的な実験,1,0,0.40824829,0.184900065,0,0.054312545,0.040422604,0.136082763
123,時間計測機能の実装,1,0,0,0.080064077,0,0.14110813,0.070014004,0
125,実験,1,0,0,0,0,0,0.070014004,0.23570226
