User,text,time
t.kasai,kbook への提出は個人でお願いします :pray:,1486960715.000072
otaki,せやね,1486960658.000071
tsukiji,あ、kbookは個人でやるんだっけか,1486960479.000070
t.kasai,<@U0JAHLWD7> モノクロで印刷し直したので、あとは原稿をモノクロにしてkbookに提出してください～,1486960360.000069
t.kasai,<@U0JAJ3J8P> ファイルが OneDrive に上がってないので上げてください～,1486959268.000068
t.kasai,"<@U0JAJ3J8P> <@U0JAHLWD7> 原稿がカラー印刷されていたのでモノクロに印刷し直して提出します
電子ファイルの方はモノクロに修正してくださいね～",1486959177.000067
takahashim,今、学校にいて、印刷して笠井くんに提出をしました。先日先生に言われたところも直しています。<https://kaitcco-my.sharepoint.com/personal/takano_cco_kanagawa-it_ac_jp/_layouts/15/onedrive.aspx?e=5&amp;FolderCTID=0x0120003459FA37DDFC194B8D23A01D09544F2E&amp;AjaxDelta=1&amp;isStartPlt1=1460048668469&amp;id=%2Fpersonal%2Ftakano_cco_kanagawa-it_ac_jp%2FDocuments%2Ftakanolab2016%2F2016%E5%8D%92%E8%AB%96%2F%E5%8D%92%E8%AB%96%E8%A6%81%E6%97%A8%2F02%2E13>　にUPloadしました,1486958196.000065
tsukiji,ありがとうございます！,1486957899.000064
t.kasai,<@U0JAEV08K> 印刷しましたー,1486957771.000063
tsukiji,お願いします:pray:,1486957616.000062
t.kasai,わかりましたー,1486957593.000061
tsukiji,いや、印刷してほしいんですが…,1486957010.000060
t.kasai,<@U0JAEV08K> 提出するのは築地君の机の上に置いてあるもので良いですか？,1486956442.000058
tsukiji,あげときました,1486956175.000057
shimizu,"要旨をOneDriveの2016卒論/卒論要旨/02.13にアップロードしました
印刷したものは笠井くんの机の上に置いておきます",1486953791.000055
t.kasai,13日なんですなあ,1486951523.000050
otaki,あ、13日か今日・・・,1486951509.000049
t.kasai,<!channel>  本日提出するファイルは OneDriveの `2016卒論/卒論要旨/02.13` にあげてください,1486951475.000048
otaki,<@U0JAJP7CY|otaki> uploaded a file: <https://kait-takanolab.slack.com/files/otaki/F44C1AX0T/otaki_youshi.pptx|otaki_youshi.pptx> and commented: 修正した図です,1486951392.000047
otaki,<@U0JACJLRJ> 図を修正したものをOnedrive(2016卒論/卒論要旨/02.12)にアップしました．,1486951370.000046
t.kasai,わかりました,1486947661.000030
takano,修正したら、再投稿をお願いすると思います。,1486947652.000029
takano,電子版は何回も投稿できるはずなので、とりあえず投稿しておいてください。,1486947643.000028
t.kasai,<@U0JACJLRJ> k-book に提出する電子版があったと思うのですが、それはどうすれば良いのでしょうか？,1486947604.000027
t.kasai,15時前に集まったら集まった時点で提出しに行きます :slightly_smiling_face:,1486947526.000026
t.kasai,"<!channel> とりあえず本日15時ごろに提出するのでそれまでに印刷してください
大学に来れない人は OneDrive に上げてくれれば印刷します（印刷してほしいってslackに書いてください",1486947455.000025
t.kasai,<@U0JACJLRJ> わかりました,1486947356.000024
takano,提出用原稿は、チェック用に引いた下線は削除しておいてください,1486947028.000023
takano,なるべく時間を作ってみます。,1486946937.000022
takano,ただし、後輩に配るものなので、私が修正する必要あると思います。,1486946928.000021
takano,笠井君、一旦本日提出してもらえますか。,1486946900.000020
takano,とりあえず1ページにしたものを笠井君に提出して下さい。,1486946874.000019
takano,要旨集ですが、,1486946864.000018
takano,Caffe --&gt; 畳み込みニューラルネットワーク (Caffeで構築) ,1486896030.000016
takano,どの調理コストが算出が提案方式のアイディアかも図中で明確にしておくと良いです。,1486896005.000015
takano,こんなイメージですが正確かつコンパクトに図2.1に組み込んでみてください,1486895278.000014
takano,<@U0JACJLRJ|takano> uploaded a file: <https://kait-takanolab.slack.com/files/takano/F45173HHC/otaki_fig_example.pptx|大滝図の例>,1486895226.000013
takano,<@U0JAJP7CY>: 図2.1ですが、どのようなシーンを検出することにより、5つそれぞれのコストが算出できるかが明確になるようにできませんか。,1486894777.000012
takano,ipadでみていると、最新状態が見えていないこともあるので、アップを報告するときはパスも書きませんか。,1486894504.000011
takano,<@U0JAJP7CY>: どこにアップしましたか。,1486894449.000010
otaki,修正したものをアップしました,1486876350.000009
takahashim,要旨で使用している図を含む卒論pptをアップしておきました。,1486813336.000007
tsukiji,修正したものと図のpptをonedriveにアップしました,1486809825.000006
tsukiji,わかりました、修正しておきます,1486779978.000003
takano,<!channel> 図のPPTもonedriveに入れておいてもらえますか。,1486753390.000006
otaki,分かりました。やってみます,1486752373.000005
takano,<@U0JAJP7CY> 図2.2をコンパクトにしたものを、図2.1のコスト算出のところに組み込めませんか。,1486752343.000004
takano,<@U0JAJP7CY> 図2.2はもう少し見栄え良くした方がいいですね。,1486752271.000003
takano,<@U0JAEV08K>  アルファベットの変数を書くときは、times new romanを使うと綺麗に見えると思います。,1486752241.000002
tsukiji,:snowboarder:,1486705455.000002
shimizu,<@U0JT2EZDH> はい,1486620793.000007
takahashim,<@U0JAHLWD7>　先生が,1486620641.000006
takano,あと、方式の特徴も下線などひいておいてください。,1486614378.000005
takahashim,【周知】先生が要旨を見やすいように「課題、提案、結論」は赤線などで強調する,1486613023.000003
takahashim,OneDriveの「2016卒論\卒論要旨」に第1版を提出いたしました,1486606553.000002
tsukiji,<@U0JAEV08K|tsukiji> uploaded a file: <https://kait-takanolab.slack.com/files/tsukiji/F4202251B/_05-02_summarysample_h28.docx|^05-02_SummarySample_H28.docx> and commented: 要旨テンプレ,1486449190.000016
takano,質問がされたら、説明にちょうどいいスライドを探して、それを見せてください。,1486436362.000015
takano,（8分に収まらない場合の応急対応の話）,1486432491.000010
takano,まとめのスライドは見せるだけで良い感じ。,1486432456.000009
takano,8分のチャイムが鳴ったら、実験結果の結論と本研究の結論を述べて終了してください。,1486432425.000008
takano,8分で強制終了するので、8分に収めてください。,1486432316.000007
matsumoto,<@U0JACJLRJ>: わかりました。,1486425082.000006
takano,<@U0JAJ3J8P>: あとdpマッチングの説明スライドも同様になければ作成しておいてください,1486421842.000005
takano,きちんと手順として説明しているスライドです。,1486420637.000004
takano,なければとりあえず質問対策用スライドとして作ってください。,1486420616.000003
takano,＠matsumoto 松本君の実装した音波での距離測定方法について、説明したスライドはあったっけ？,1486420594.000002
takano,あまり難しい課題を設けずに、素直にマスコミと口コミにわけてポジネガ分析をした結果を可視化する機能を構築したという研究,1486386297.000114
matsumoto,<@U0JAJA88N> 10:00,1486384371.000113
takano,研究を行う --&gt; 調査を行う？,1486383930.000112
takano,関連研究 [著者 発表年],1486383883.000111
takano,行間がつまっている,1486383839.000110
takano,s1: 体言止め、用言止め,1486383788.000109
matsumoto,<@U0JAJP7CY> 08:15,1486383125.000108
takano,のような感じ。,1486383044.000107
takano,s12 分類a --&gt; 動画タイプa,1486383039.000106
takano,CNN,1486382881.000105
takano,実験1のアルゴリズムをスライドにも書いておく,1486382879.000104
takano,s6で出てきたのでいいです。,1486382786.000103
takano,実現可能性について言及する,1486382749.000102
takano,提案手法の特徴をメリハリをつけて述べる,1486382733.000100
matsumoto,<@U0JAHLWD7> 約07:30(ごめんね,1486381143.000099
takano,s13: 切り替えるのが早い。もっと見たい,1486380986.000098
takano,s9: インターフェースを設計しました。,1486380878.000097
takano,s8 入力単語アジも、入力に含める,1486380850.000096
takano,s6 図を差して説明する,1486380791.000095
takano,s4 難しい理由,1486380729.000094
takano,s2とs3の間合いがもう少しあっても良い,1486380709.000093
tsukiji,<@U0JAJ3J8P> : 9:10,1486379496.000092
takano,今後の展望が、全て卒研でやることだった気がするのですが。。,1486379461.000091
takano,"s17, s18二つのグラフが一緒の方が見やすい",1486379344.000090
takano,s12: 一番大事なものにメリハリをつけて説明する。,1486379229.000089
takano,s11 イメージ -&gt; 例,1486379165.000088
takano,s10: 距離が一番最初,1486379145.000087
takano,プリセットデータとは,1486379119.000086
takano,築地くんのと同じ理由,1486379101.000085
takano,s7: 提案することを文章で小さく書いておく,1486379088.000084
takano,背景で言っているようなこと,1486379047.000083
takano,"s5, s6 提案システムに対する比較のようなことに言及してほしい",1486379036.000082
takahashim,<http://maruta.github.io/timekeeper/#t1=15:00&amp;t2=20:00&amp;t3=25:00&amp;m=Click%20to%20edit%20this%20message>.,1486378331.000081
matsumoto,<@U0JAEV08K> 09:25,1486376119.000080
takano,s19: 結論（よしあし）が捉えにくい,1486376052.000079
takano,s15: 比較対象はいくつ？,1486375950.000078
takano,s7: 提案方式をもう一度小さく文章で書いておく,1486375765.000077
takano,ユーザに対するより詳細な,1486375663.000076
takano,s4: 既存の専門知識抽出手法,1486375648.000075
matsumoto,<@U0J8PMAQJ> 10:00,1486374745.000074
takano,s20: 2番目の利点,1486374723.000073
takano,しゃべり方がたまに変わる,1486374558.000072
takano,s13: 実行エラーはどのようにプロファイリングしたか,1486374466.000070
takano,s10 時間軸を加える、マトリクスのラベルも加える,1486374408.000069
takano,s9 縦と行のラベルをマトリクスに回億,1486374383.000068
takano,スライド番号大きくて良いね,1486374286.000067
takano,仮定するで良いのでは,1486374252.000066
takano,s5: 体言止め、用言止めの混在,1486374247.000065
matsumoto,<@U0JAJP59N> 09:11,1486372499.000064
takano,s18: 用言止めと体言止めは混在させない,1486372471.000063
takano,実験の結論を明確に述べる,1486372438.000062
takano,s17: s16と一緒に説明する感じ,1486372379.000061
takano,s16: 内訳がない,1486372354.000060
takano,s13: わかりにくい,1486372300.000059
takano,s12: 本実験で使用する問題文、をスライドタイトルにする。他のスライドも同様のものがある。,1486372282.000058
takano,s9: 質問文にIDを振る,1486372232.000056
takano,s8: java教科書名を入れる,1486372213.000055
takano,「亀が動かない」の説明,1486372161.000054
takano,印象的な図を貼り付ける,1486372124.000053
takano,s5: 提案システムの図がいかされていない,1486372105.000051
takano,文字が多い,1486372068.000049
takano,[著者 発表年]など,1486372054.000048
takano,s4: 引用番号いらない,1486372041.000047
takano,s3: 例の意味がわからない,1486372003.000046
takano,電子化されてる？,1486371962.000045
takahashim,提案する二つの機能の説明順序に題名を変える,1486371518.000044
takahashim,チェックリストのコンテンツ作成について触れる,1486371414.000043
matsumoto,<@U0JT2EZDH> 11:00,1486371279.000042
takano,提案は、書類作成支援機能、具体的な実装が交通費帳票機能,1486371276.000041
takano,時間オーバーしてしまうのは、説明文章が長いのでは。,1486371173.000040
takano,s15: どのように工夫したかをゆっくり目に説明する,1486371095.000039
takano,チェックリストのコンテンツ設計をもう少しやったのでは。,1486370970.000038
takano,s9: もう一つの機能を説明せずに実験？,1486370929.000037
takano,s8: 集計結果として動的に,1486370876.000036
takano,s7: s8写る時の間合い,1486370852.000035
takano,s6: 発表順序？,1486370805.000034
takano,s5: 下記システム-&gt;下記機能,1486370760.000033
takano,このタイトルでは不要,1486370656.000031
otaki,"otaki→09'20
takahashim →09'33
kasai→10’41",1486360227.000029
takahashim,全体的に改行が気になる,1486358566.000028
takahashim,5番がもらえなかったのが、気になる,1486358500.000027
takahashim,考察を考察にする,1486358334.000026
takahashim,スライド１７質問文,1486358114.000025
takahashim,チェックされなかったものは三角とか表示を工夫する,1486357979.000024
takahashim,スライド９名前を書いておく,1486357486.000023
takahashim,スライド７：図の文字が醜い,1486357423.000022
takahashim,緑を濃くするか文字を大きくするか、太字にするか,1486357335.000021
takahashim,全体的に文字が多い,1486357157.000020
takahashim,工夫したインターフェースもどこを工夫したのかわからない。文字が小さい,1486357109.000019
takahashim,工夫した点をさらっと言ってたけど、よかったの？、違う部分を縮めるしかないんじゃないか？,1486357084.000018
takahashim,下を向くな,1486356377.000017
takahashim,しゃべりはぼそぼそしない,1486356369.000016
takahashim,たかはし,1486356363.000015
t.kasai,いつでも,1486352555.000014
tsukiji,15時以降(最悪俺を除いてやっていいよ),1486351004.000013
otaki,<!channel> 発表練習したいけどみんな何時頃なら来れてそう？,1486350936.000011
t.kasai,"<@U0JAJ3J8P> クロスチェック
スライド2-4：文章が長い
スライド11：タイトルのフォントが他のページと違う
実験結果：正解と不正解の値の差分を示した方が良い
スライド23：「ご清聴ありがとうございました」は一枚スライドにしない、前のスライドに統合",1486350211.000008
otaki,"<@U0JAJ3J8P> 
クロスチェック
スライド６：Wiifitってゲームソフト？
全体的：下がスペース開く場合は文字大きくしても良いかも
スライド１６：実験実施人数と被験者の違いは口頭で話すかな？
スライド２３：「ご清聴ありがとうございました」は築地くんのスライド参考にするとよいかと",1486350081.000007
takano,発表前日なので、もう発表練習してるくらいじゃないと。。,1486346663.000006
takano,しゃべり方の速度、姿勢、表情の練習をしておいてください。,1486322255.000005
matsumoto,<!channel>金曜日に指摘してもらった箇所など、全体的に修正を行ったスライドをアップロードしたのでクロスチェックお願いします,1486321957.000004
takano,スライドチェックなども夕方以降です。,1486321873.000003
takano,本日の発表練習ですが、海外研修説明会の関係で夕方になります。,1486321845.000002
takano,<!channel> 実験で、実験データが不足している人、頑張って増やすように努めてください。,1486261581.000034
matsumoto,<!channel> 日曜日にクロスチェックをします。,1486118799.000033
matsumoto,"既存製品のスライドは一行ずつの説明で良い
関連研究の説明を抜く",1486118577.000031
otaki,"全体的に改行の位置がバラバラ
スライド5：色がついたところまで文字が逝くのは避けたほうが良いかも？
スライド9：図の文字が見にくい",1486118541.000030
tsukiji,"<@U0JAJ3J8P>  背景課題3分27秒、提案実験7分28秒、まとめ20秒
11分19秒",1486118395.000028
shimizu,"<@U0JAJ3J8P> 
・幾つかの問題点～、直接言った方がいいのでは
・システム構成図、白文字だと見えません
・実装のページいる？",1486118377.000027
otaki,matsumoto,1486117607.000026
tsukiji,"<@U0JAJP59N> 背景課題約2分47秒、提案実験約4分24秒、まとめ約39秒
7分49秒",1486117095.000025
otaki,"スライド4：最後をもう少し分割できないかな？
例えば
暗黙的に取得できる情報→〇〇　
↑に着目し，△△
スライド8：表のフォントが違うかな？
スライド14：改行が…？",1486116993.000024
otaki,kumada,1486116431.000023
otaki,"スライド8：インデント統一したほうが？箇条書きの点があったりなかったり
スライド10：下が開くのであればもう少しフォントを大きくしても？
スライド21：全体的にフォント大きくしてもよいのでは？",1486114974.000021
takahashim,"本研究のアプローチの文章が長い。
単語リストは一部を残して質問スライドでいいのでは？",1486114971.000020
matsumoto,"清水:背景課題約1分50秒、提案実験4分、まとめ30秒
6分30秒",1486114971.000019
otaki,shimizu,1486114462.000018
kumada,"<@U0JAJP7CY>
スライド2:調理コストという単語がいきなり出てきている
スライド9：図の方が良い気がする
スライド10：(1).ピリオドがいらない気がする",1486106372.000017
matsumoto,"大滝:背景課題約2分30秒、提案実験5分50秒、まとめ30秒
8分45秒",1486106361.000016
kumada,"発表練習
otaki",1486106030.000012
matsumoto,"高橋:背景課題約3分30秒、提案実験約9分、まとめ約1分
13分20秒",1486103661.000011
otaki,"スライド6：下にスペースあるからもう少しフォント大きくしても良いかも？
スライド17：レビューと考察の改行位置がバラバラ？
スライド18：今後の展望の空括弧は何？",1486103610.000010
kumada,"<@U0JT2EZDH> 
スライド15の終わりで10分でした．

スライド3：
・マナーについての説明とは？
　何についてなのか分かりにくいので口頭で少し足してほしい
・スライド16:
　表中の番号　(1) . ←ピリオドいらないと言われていた気がしました．",1486103227.000007
otaki,takahashim,1486102743.000006
matsumoto,背景課題3分、提案実験4分、まとめ1分,1486102564.000005
matsumoto,築地:9分30秒,1486102363.000004
otaki,スライド６：４行以上はちょっと長いかも？,1486102359.000003
otaki,"発表練習
tsukiji",1486101837.000002
takano,指示棒はないので、マウスポインタやパワポのポインタ機能で、指すようにしてください,1486038165.000013
takano,卒論発表会のときは、全員文のスライドを1台のPCに入れておき、そのPCを使って発表をするようにしましょう。,1486038119.000012
takano,スライドを4枚に集約して印刷するときは、パワポではなく、プリンタのオプションでやった方が大きく印刷されるのでそうしてください。,1486032632.000011
takahashim,"発表スライドの表紙に
ーーーーーーーーーーーーーーー
平成 ２8年度 神奈川工科
大学情報２月 7日 卒業研究発表会
ーーーーーーーーーーーーーーーー
を付ける",1486022936.000006
takahashim,台本を書こうとするとスライドの見直しにもなる,1486021042.000005
otaki,実験データは一覧表にするように  by 鷹野先生,1486017803.000003
takahashim,実験環境や、実験の規模（何人を対象に行ったなど）は表や数字などでわかりやすくする,1486006310.000002
matsumoto,<!channel> 行間調整を行ったテンプレート改訂版を/2016卒論/発表スライド(02.01)にアップロードしました。,1485965722.000002
takahashim,メモ：提案方式は特徴的なところを抽出し、ほかは質問スライドに回す。,1485942913.000049
kumada,"<@U0JAHLWD7> 
P7~9余白が多いなら図がほしい
P15 P20が内容が被っていないか
P22 UIの図をどこかのスライドに入れられないか
　　STEP4の「左辺」の意味が分からない
P24 使用した料理単語リスト一部抜粋でいいのでは？",1485942632.000047
otaki,"kasai→10’46
terada→09’21
kumada→21'06
takahashim →14'03
tsukiji →13'48
otaki→09'53
shimizu →13'53",1485942574.000046
takano,図は差しながらの方がわかりやすい,1485941920.000045
takano,ボイス効果,1485941867.000044
takano,だとわかりやすい,1485941844.000043
takano,"スライド構成がわかりやすい
喋り方が上手",1485941840.000042
takano,文字は少なめにしましょう。,1485941819.000041
takano,イメージ図を使うときは、誤解のないものを使用しましょう,1485941540.000039
kumada,"<@U0JAJP7CY> 
研究背景：
どういった検索推薦システムがあるのかの説明
「調理技能に着目している」，「十分な推薦要素とは言えない」の口頭or文章説明
「実情」と「ユーザーの検索目的」の口頭or文章説明が欲しい",1485941535.000038
takano,文字は少なめにしましょう,1485940361.000037
takano,フォントサイズは大きくしましょう,1485940198.000036
takano,有用なことなどを主張するときは、きちんと根拠を示す,1485932131.000035
takano,実装システムは、GUIスナップショットのほうが、何をプログラミングしたのかが直感的に伝わると思います。,1485931189.000034
takano,ツール名の発音は正しく,1485931119.000033
takano,空白部分が偏らないようにすると良い,1485930983.000032
takano,スライドのバランスを良くする,1485930962.000031
takano,誰でもわかるように説明する,1485930646.000030
takano,フォントサイズは大きめに,1485930544.000029
takano,文章は短くする,1485930465.000028
takano,昨年の4月に。,1485930330.000027
takano,朝10時から毎日くるように言っていました。,1485930325.000026
matsumoto,<@U0JAHLWD7>: 家でスライド作ってるよ,1485930269.000025
takano,展望には些細なことは述べない。,1485929543.000024
shimizu,<@U0JAJ3J8P> どこにおるん？,1485928555.000022
matsumoto,<@U0JACJLRJ>: ちょっと修正しておきます,1485928514.000021
takano,テンプレートの行間、狭くない？,1485927738.000020
takano,スライドでも、全角カンマ、ピリオドを使いましょう,1485927618.000019
takano,しゃべるときは決して急がない,1485927584.000018
takano,図示化も検討する,1485927561.000017
takano,文字は少なめに,1485927541.000016
takano,自分の研究を否定しない,1485926505.000015
takano,質問スライドもつくる,1485926220.000014
takano,図を入れること。,1485925082.000013
takano,8 + 2 らしいけど、確認してください,1485924978.000012
takano,というのがわかりやすい。,1485924794.000011
takano,まるまるという問題ある。このため、カクカクを提案する。,1485924786.000010
takano,同じ大事なのが、研究課題,1485924732.000009
takano,一番大事なのは、提案方式,1485924724.000008
takano,背景は端的に述べる。,1485924694.000007
takano,しゃべるときは決して急がない。 ,1485924646.000005
takano,発表は誰でもわかるように。,1485924638.000004
takano,あと5分ほどで始めます,1485924121.000003
otaki,<@U0JACJLRJ> ありがとうございました。修正しておきます。,1485915780.000002
shimizu,<@U0JACJLRJ>  ありがとうございます。修正します。,1485843023.000056
takahashim,<@U0JACJLRJ> わかりました。直します,1485836700.000055
takano,"---
入試休憩おわり",1485836444.000053
takano,実験結果に得られた例文に対する相関ルールも示しておく,1485836430.000052
takano,まとめと今後の展望がない,1485836376.000051
takano,単語推薦の結果に見える,1485836350.000049
takano,実験結果に例文が示されていない,1485836340.000048
takano,合計単語数とは書いておく,1485836309.000047
takano,スライド24画像にしない,1485836277.000046
takano,<@U0JAHLWD7> 何を提案するかが明示的でない。提案方式の特徴がわからない。例文を提示するだけだと普通。,1485836233.000045
takano,実験１、２ともに、実験環境、実験方法がわからない,1485836062.000044
takano,実験２結果、結果が良いのか悪いのかわからない,1485835992.000043
takano,実験１結果、結果が良いのか悪いのかわからない,1485835971.000042
takano,スライド9、フォントが小さい,1485835936.000041
takano,提案方式、何を提案するのかが一目でわからない,1485835915.000039
takano,研究の位置づけ、フォントが小さい,1485835877.000038
takano,関連研究、フォントが小さい,1485835854.000037
takano,正確にコスト判定できないないというのが趣旨では？,1485835838.000036
takano,なぜ、「調理動作や食材に着目した物しか存在しない」のが課題であるかがわからない,1485835820.000035
takano,なぜ、調理コスト算出が重要かがわからない,1485835731.000034
takano,<@U0JAJP7CY> スライド3 インデントがおかしい,1485835704.000033
takano,今後の展望もない,1485835648.000032
takano,動的チェックリスト集計機能の考察がない,1485835639.000031
takano,まとめと今後の展望,1485835625.000030
takano,実験結果も書いてください。,1485835595.000029
takano,スライド１０、タイトルがおかしい,1485835589.000028
takano,など,1485835572.000027
takano,３年生の就活準備状況,1485835569.000026
takano,会社訪問体験参加経験あり、なし,1485835551.000025
takano,就活経験あり、なし,1485835514.000024
takano,被験者の情報をもう少し書いてください。,1485835489.000023
takano,実験方法を正確に書いてください。,1485835464.000022
takano,実装システムの説明スライドにも見えるけど。,1485835446.000021
takano,スライド12と13はこの場所で良いの？,1485835431.000020
takano,作ったものがわかるように、GUIのスナップショットなどを盛り込んでください。,1485835403.000019
takano,高橋君は実装したシステムのスライドを作ってください。,1485835373.000018
takano,スライド5: 文字が多い,1485835229.000017
takano,<@U0JT2EZDH> 関連研究は1枚のスライドにまとめる,1485835209.000016
tsukiji,分かりました,1485835016.000015
takano,実験考察は、卒論で加えた内容があると良い,1485834927.000014
takano,14～16自体は付録にする,1485834852.000013
takano,スライド13のスライドに、14～16の図を貼り付けられない？,1485834842.000012
takano,目的にキーパーソン検索をして、人物発見を目指すとあるけど、本研究の対象と誤解されるかもしれないので、表現を工夫する,1485834772.000011
takano,実用性や有用性とは。例で示せない？,1485834695.000009
takano,どこかで、本研究が対象とする専門知識について明記したほうが良い,1485834680.000008
takano,スライド4: しかしやそこでは、不要。口頭で補って下さい。,1485834627.000007
takano,スライド2: もう少し大きめのフォントサイズで良い,1485834597.000006
tsukiji,"分かりました
やっぱり長いですよね…",1485834589.000005
takano,<@U0JAEV08K> １文の文字数が多い,1485834547.000004
takano,PPTのテンプレートだけど、スライドのタイトル上の余白が結構あるね。,1485834480.000003
takano,今、入試休憩中です。研究室にいる人で、現在のスライドで、発表時間がどれくらいになるか、試してみてはどうでしょうか。,1485834121.000002
kumada,大丈夫です,1485790695.000016
shimizu,大丈夫です,1485781849.000015
matsumoto,大丈夫です。,1485781769.000014
takahashim,確認しました。大丈夫です,1485780447.000012
tsukiji,大丈夫でした,1485780333.000011
