User,text,time
ko-hei,"<@U10J4NGHH> スライド２　「鉄道を利用す人」の方が良い気がします．
「社内環境」だと，駅に務めている人かと思ってしまうので「環境」で良いと思います．
スライド４　3行目「それについての不満が、、、」の方が良いと思います．
4行目「しかし」よりも「また」の方が良い印象があると思います．
スライド５　「出来」より「でき」の方が見やすいかと思います．
スライド８　「これらの単語をキーワードに投稿を取得し，分析する」というような説明がないと，何をするのかわかりずらいと思います．",1500363615.04205,2017-07-18 16:40:15.042050
shohei516,<@U12475CJC> 細かいところですが、スライド2のタイトルが「研究背景1」となっていますが、1枚だけなら研究背景だけでよいと思います。,1500358016.655224,2017-07-18 15:06:56.655224
takano,明日のゼミは、中間発表ポスターの説明をしてもらえますか。大事な点が省略されないようにしてください。スライド枚数は、8枚よりも多くて構いませんが、ある程度中間発表ポスターの体裁になっていて欲しいです。,1500337037.95326,2017-07-18 09:17:17.953260
shohei516,築地さんから 中間発表のスライドの表紙の上部に「情報工学科 中間発表会 2017年7月26日」というのを書いてくださいとのことです。,1499998633.179763,2017-07-14 11:17:13.179763
takahashiy,"何が必要なのかわからなかったんですが、仮でテンプレート作成したので確認をお願いしいます。
訂正・変更あればお願いします。
OneDriveの2017_seminarにある「研究発表スライドのテンプレ（仮）」という奴です。",1499851787.223245,2017-07-12 18:29:47.223245
ishikawa,そういえば、Googleマップにも評価機能がありましたね…,1499844859.73902,2017-07-12 16:34:19.739020
tsukiji,"<@U10J4NGHH> 
facebookで有名な駅名なら、ユーザがレビューをしている(投稿日時もわかる)
<https://www.facebook.com/pg/TheTokyoStation/reviews/>",1499844170.534469,2017-07-12 16:22:50.534469
tsukiji,"<@U123ZGHM2> 
<http://keisan.casio.jp/exec/system/1161228742>
ウォーキングの時間・速さ・体重で消費カロリーが出るサイト",1499841118.755149,2017-07-12 15:31:58.755149
ishikawa,<@U12475CJC> <http://qiita.com/norioxkimura/items/1dc1cea1c0a8ea7adf31>,1499838910.321512,2017-07-12 14:55:10.321512
takano,<@U10J4NGHH> <https://support.google.com/maps/answer/2803784?co=GENIE.Platform%3DDesktop&amp;hl=ja>,1499836738.967153,2017-07-12 14:18:58.967153
kaiseiaoki,<@U12475CJC>  細かい指摘になりますが、｢地域別正答率(cx)｣のような表記の方が分かりやすいかなと思います,1499752540.10755,2017-07-11 14:55:40.107550
kaiseiaoki,<@U107MMD8Q>  特に変更すべき点はないと思いますが、スライド8の「誤差」の文字は→の上側にあったほうがスッキリするような気がします,1499752080.028782,2017-07-11 14:48:00.028782
shohei516,おそらくこれは2つで1つの文章ではないでしょうか?,1499736347.307977,2017-07-11 10:25:47.307977
shohei516,スライド2の研究背景で「電車の乗り換え時に」と「カロリー計算を・・・」がそれぞれ箇条書きになってますが,1499736317.302275,2017-07-11 10:25:17.302275
shohei516,"<@U123ZGHM2> スライド8,9のスライド番号が他のスライドに比べて小さくなっています。",1499736180.275987,2017-07-11 10:23:00.275987
shohei516,をStep1の場合「・・・正答率xを計る」としたほうが個人的にはいいのかなと思いました,1499736098.260081,2017-07-11 10:21:38.260081
shohei516,"<@U12475CJC>  8枚目の各ステップの簡単な説明をしていますが、「・・・正答率を計る」(Step1,2)",1499736012.242955,2017-07-11 10:20:12.242955
ko-hei,"<@U10J4NGHH> 　スライド５：下から2行目「その中でも」はいらない気がします．
スライド６：「実験」ではなく「本研究」のほうが良いと思います．",1499731703.369997,2017-07-11 09:08:23.369997
ko-hei,"<@U105P17QT>  スライド5：上から3行目の所，行間が短い気がします．
スライド７：「上記の2例」ではなく，「上記の3例」だと思います。
スライド８：句読点が統一されてないように思います．",1499729273.774969,2017-07-11 08:27:53.774969
tsukiji,"<@U107TJHPF> 
図のデータフローではそれぞれどのような情報をやり取りしているのかをもう少し説明してほしい
単語帳の良し悪しはどのような差があると考えられるか予想してみると良いのかもしれない
例：質の悪いフルーツの単語帳と質の良いフルーツの単語帳など
先生の意見では作成者が任意で使用例を付与したりするなどで質の差が生まれるかもしれないなどの話を思い出しながら、
質の良し悪しは学習にどのように影響が生まれるかを説明できると良いと思う",1499241943.060526,2017-07-05 17:05:43.060526
tsukiji,"<@U106Y1J7N> 
スライド5,6の説明の補強として
素早くプログラミングを行える環境を作成するうえでスマホやタブレットは適している説明
スマホやタブレットではどのような点で現状ではプログラム開発が難しいのかの説明をすると良くなると思う
例：スマホやタブレットは普及しており，持ち運びが容易である強みを持っているため手軽に行える要素を持っている
しかし、スマホやタブレットではキーボードとの操作性の相性が悪く、スマホに関しては画面を占有してしまうため・・・・・・・
とか",1499241585.934206,2017-07-05 16:59:45.934206
tsukiji,"<@U123ZGHM2> 
運動を推薦するシステムの例が欲しい
ショートケーキ一個分は現在地から○○駅まで歩いた距離分のカロリーとか
逆のパターンで
ここから○○駅まで歩くとパンケーキ1枚分のカロリーが浮く
などが欲しい(駅や現在地の図などを合わせて説明できるようにしてほしい)
運動する距離も複数用意することでユーザがその時の気分で選択できるようなシステムもいいと思う
○○駅まで歩くと飴1個
△△駅まで歩くとパンケーキ1個とか",1499241322.848015,2017-07-05 16:55:22.848015
tsukiji,"<@U105P17QT> チャットログやwebサイトの内容から得ることでどのような効果があるか例を交えてほしい
例：A君が普段読んでいる英語のニュースから政治に関する記事で頻繁に出るような単語(指示する:instruct，決議する:resolve)が出てくると本人のモチベーションが高まるし、学習の効果が高くなる(もとより読んでいるニュース記事に対して理解が高まる)
とか",1499241139.788435,2017-07-05 16:52:19.788435
tsukiji,"<@U107MMD8Q> 
関連研究としてみてみて
<http://jp.techcrunch.com/2017/05/03/20170502beekeepers/>
<http://beescanning.com/eng/>",1499239516.299389,2017-07-05 16:25:16.299389
tsukiji,"<@U107G430F> 
なぜ室外機に着目したのか、空間把握の重要性を話すような内容があると良い気がする
例：環境構築ではいくつかの要素が挙げられ、(日照時間や気温、水の量、花の種類との相性、空間把握などなど)その中の空間把握(ベランダの大きさ)を知るのは○○の点で重要であり、室外機は○○の理由でベランダの大きさを図る指標になりえる
とか",1499238947.142647,2017-07-05 16:15:47.142647
tsukiji,"<@U10J4NGHH> 
軽く調べたら関係ありそうな研究があったよ
Twitterの情報を地図に表示してる研究
<http://ci.nii.ac.jp/naid/170000086465>
Linked Open Data を用いた地域の防災支援システム
避難所情報をLOD化し，Twitter上の被害情報と連携させ地図上に表示するシステムを開発した",1499238832.110506,2017-07-05 16:13:52.110506
kurihara,クロスチェックの指摘される基準がいまいちわからないのですが、それを定義したテキストファイルってどこかにありますか？毎回毎回同じようなチェックを人力でやるのも手間ですし、指摘されてわざわざ治す前にそもそもしっかりとした定義があったほうがいいように思います 人によってその指摘がいいかどうかもよくわからないですし,1499224813.819211,2017-07-05 12:20:13.819211
ko-hei,"<@U106Y1J7N> 全般：．がついてないことが多いと思います、あと，も違う気がします、もしくは書式がメイリオでないのかも、、、？？　
スライド２：「PCを用いて」はいらないように思います。

スライド５：「、、において」を重複させるとわかりずらくなるので，、、、における、、に片方を直したほうが良いと思います。
スライド６：四行目の所は、小さくせずにインデントを入れるだけで良いような気がします。
スライド１２：スクショがはみ出ちゃってます、、、、",1499167063.141531,2017-07-04 20:17:43.141531
shohei516,<@U107G430F> あと細かいとこですが、スライドのファイル名の最初が20170704になってますが、20170705に直した方がいいと思います。,1499165975.826847,2017-07-04 19:59:35.826847
ko-hei,"<@U123ZGHM2> 
スライド４：このシステムを提案することによってどんな良いことがあるかを書くとより具体的な研究目的になると思います。
スライド６：研究概要ではなく、提案システム、、かと思います。
スライド７：研究目的か、研究課題をどのように解決するのかを表す図にすると良い思います。",1499162904.893832,2017-07-04 19:08:24.893832
shohei516,(自分も上村君に指摘されたので),1499162812.862278,2017-07-04 19:06:52.862278
shohei516,<@U107G430F>  スライド1のタイトルの文字を少し大きくした方がいいかもしれません,1499162793.855758,2017-07-04 19:06:33.855758
ko-hei,"<@U107G430F> スライド５：この書き方だと、ベランダガーデニングで多い失敗である二つを両方とも解決するシステムを提案するのかと考えられてしまうと思うので、室外機に着目していることがわかるようなスライドにするか，口頭での説明が必要になるように思います。
スライド8，9：この研究の特徴となる部分だと思うので,具体的にはどのような方法で距離計算を行うのか少しでも書いてあると良いと思います。",1499161698.465259,2017-07-04 18:48:18.465259
shohei516,スライドをチェックしましたが、自分は特に指摘する点は特に無いかと思いました。,1499159976.847,2017-07-04 18:19:36.847000
shohei516,<@U12475CJC>  クロスチェックありがとうございます。,1499159935.832396,2017-07-04 18:18:55.832396
ko-hei,"<@U105P17QT>  スライド１：語学学習じゃなくて英語学習でいいんじゃないかと思います。
スライド４：店頭での簡単な注文が可能となるという目的なら、店頭での注文などに関する問題を出題するのかと思ったのですが、その次に，学習者の関心の高い問題を出題すると言っているので、ちょっと矛盾しているように思います．
スライド７：上記の二例じゃなくて3例かと思います。あと「3例からは、、、」の方が良いと思います。
スライド８：スライドをまたいでいるので、1．について　ではなく、全部つけたほうがわかりやすいと思います。
スライド９：提案システムではなく提案手法の方が良いと思います。",1499159847.800616,2017-07-04 18:17:27.800616
ko-hei,"<@U10J4NGHH>  スライド１：タイトルは重要なので，もっと文字を大きくして，あと真ん中の線に合わせたほうがいいと思います．
スライド２：１行目，「整備されているかは重要である」の方が良いと思います．あと，下の四つは例だと思うので，EXとか，例とかつけると良いと思います．
スライド５：「このシステムを導入すること」とすると，システム開発が研究の目的になってしまうので，分析をメインにした内容の方が良いと思います．
スライド６：提案システムではなく，提案手法か提案方式じゃないかと思います。
スライド9：分析する項目が重要だと思うので，どのようにして分析するか具体的に書くと良いと思います。",1499154024.744035,2017-07-04 16:40:24.744035
tsukiji,"<@U12475CJC> どうやって評価するのかをざっくりでいいので考えておくこと
今度リスニングの実験するなら，それをやる理由を考えると自分の研究の評価方法のヒントになるかもしれない
この研究の特徴として、「聞き取りの難しさはユーザごとに違うため、その個人差を考慮した難易度の分類と問題の推薦を行うのがこの研究の特徴である」とスライドではっきり示してみる。
これがいいか悪いかを含めた議論ができるため",1498634756.149835,2017-06-28 16:25:56.149835
tsukiji,"<@U10J4NGHH> 
システム図のDBの矢印は何を意味するのか
人物の絵は斎藤君のシステムを利用する人なのか、斎藤君のシステムが参考にする情報のソースなのかなど、図の中にある流れの説明があると良いと思う(青木君当たりの図を参考にするとかいろんな人に聞いてみるとかするとgood)
twitterからどんな情報が得られるのか実際に取得した内容をスライドに反映してみる。(駅の人身事故なら、何処の駅でいつ起きたのか分かるツイートを抽出できた結果のscvのスクショを反映するとか)",1498632849.795687,2017-06-28 15:54:09.795687
tsukiji,<@U107G430F> 特徴の「奥行きを考慮した距離導出」これができた時にどんな良いことがあるのかを箇条書きでまずは書いてみるのが出発点になると思う,1498630621.467458,2017-06-28 15:17:01.467458
tsukiji,"<@U107MMD8Q> アイディアの1番がやりたい場合、どのように評価を行うのか・評価後に何か推薦するのかをまずは書いてみるといいかもしれない。
例：差をもとに3段階に分類する(健康・注意・危険)
例：結果から、専門の人に見せるべきか、飼い主が処置できる範囲かをサジェストする・・・とか",1498628449.194732,2017-06-28 14:40:49.194732
tsukiji,"<@U105P17QT> 
背景の「本研究が提案する～」と「従来のe-ラーニング研究」は関連研究のスライドで従来研究と比較したあとに動機として持ってくると従来の研究とどう違うのか、関係してくるのかが伝わりやすい．
システム図では全体の流れを表す図と青木君の研究のポイントになる部分(機能)の説明ができる図がもう一つあると良いと思う．(slackのログや閲覧したサイトからどのようにユーザが興味を持つ単語を抽出するのかなど)
ポイントとしている内容が何故大切なのか箇条書きでいいので列挙してみると良いと思う。(箇条書きで列挙するとセミナーで話し合いがしやすい)",1498627209.049546,2017-06-28 14:20:09.049546
tsukiji,"<@U123ZGHM2>
・研究目的では食べたカロリーから運動の推薦
・展望では、運動の履歴から消費カロリーの計算管理
いくつか梅谷君のやりたいことがあるようなので、既存の手法でやられている事は何か自分のアイディアがどこに入りそうなのかを考えてみるとスライドの流れもきれいになると思います",1498626027.916654,2017-06-28 14:00:27.916654
tsukiji,"<@U106UP90U> 重要度の説明があるとわかりやすい
・ユーザに対しての重要度のなのか
例：3ゼミにおいてこのホワイトボードの資料は重要である。A君にとってこのホワイトボードが重要である。など
・コンテンツにとっての重要度なのか
例：データベースの分野において重要である。サーバサイドにおいて重要である。など
重要度を出すのが石川君のアイディアなら重要度を出す理由を研究背景に関連しながら説明すると良いものができると思うよ",1498625037.802437,2017-06-28 13:43:57.802437
takahashiy,"<@U12475CJC> スライド2、3：ピリオドの下線が統一されてないです。
スライド3：下*部分。例文は文章内にしないほうが見やすいと思います。（説明文→改行→例）
スライド6：スライド5などと箇条書きの始まり位置が違う気がします。わざとなら良いのですが、一致させておいたほうがスライド移動した際に見やすいと思います。
スライド8：「提案方式の学習方法」をもう少し表の近くにしないと、下の表に対する説明だとパッと見わかりづらいと思います。また、「提案方式による学習の利用方法」と「提案方式の学習方法」の左端の位置が合っていない気がします。",1498547270.066711,2017-06-27 16:07:50.066711
kaiseiaoki,<@U12475CJC>  9ページの表にある　学習時間の項目ですが　(どのくらい学習していたか)という表現は少しわかりにくいので　トータル学習時間（あるいは連続学習時間？　などがいいかなと思います,1498545889.837761,2017-06-27 15:44:49.837761
takahashiy,"<@U10J4NGHH> スライド4：5行目一文の途中だと思うので「？」はない方がいいと思います。
スライド7：スライド8の「Twitter API」について触れてないので実装に「ツイポート」と同じく記載があると親切かもしれないです。
スライド8：プラスの感情も考慮するのであれば「不満」というマイナスだけを意味する言葉ではなくプラスとマイナス両方内包する言葉がいいと思います(適切な言葉が思い浮かばないのですが「感想」とか「意見」とか？)。",1498545512.784482,2017-06-27 15:38:32.784482
ko-hei,"<@U106UP90U>　スライド６：最後　．が抜けてます．
最後とその１つ前のスライド：全体的に文末の．が抜けています．わざとなら良いのですが，統一したほうが良いと思います．",1498544704.669498,2017-06-27 15:25:04.669498
ko-hei,<@U107MMD8Q> スライド９：アイディアをどのようにシステムというか研究に組み込んでいくのか、わかるスライドがあると良いと思います．,1498542651.414098,2017-06-27 14:50:51.414098
ko-hei,"<@U10J4NGHH> スライド２：１行目、始まりなので「また」はいらないと思います．あと「整備されているかも」の’も’はいらないと思います．
スライド５：３行目、「思っている」ではなく、「考えている」の方が良いと思います．",1498540445.177117,2017-06-27 14:14:05.177117
ko-hei,"<@U107G430F> スライド２：１行目  「育てる人々が年々、、、」の方が良いと思います．
スライド３，６：　・の色が他と違うような気がします。わざとならいいんですが、統一させたほうが良いと思います。",1498538989.020514,2017-06-27 13:49:49.020514
kaiseiaoki,<@U12475CJC> ありがとうございます,1498532747.363583,2017-06-27 12:05:47.363583
shohei516,平面射影変換が他の文とフォントが異なるのが気になりました,1498529315.961517,2017-06-27 11:08:35.961517
shohei516,<@U107G430F>  スライド8,1498529282.956825,2017-06-27 11:08:02.956825
ko-hei,"<@U105P17QT>  スライド４：１行目、’簡単な会話での’よりも’簡単な会話で’の方が良いと思います．
スライド５：１行目、「ターゲットとして」の方が良い気がします．",1498528576.867957,2017-06-27 10:56:16.867957
umetani,<@U12475CJC> ありがとうございます。,1498488288.252469,2017-06-26 23:44:48.252469
ko-hei,"<@U123ZGHM2> スライド3：上から4行目、「ユーザが求める栄養素”を”多く含む、、、」のほうが良いと思います。
スライド4：上から４行目，カロリー’をと’、、になっています．
上から２行目，’いいか’ではなく良いかの方が良いと思います．
スライド６：何の概要なのかをタイトルに入れたほうが良いと思います．",1498486475.535048,2017-06-26 23:14:35.535048
kaiseiaoki,<@U107MMD8Q>  アイデアのスライド、太文字になってる項目名が3だけ無いようですが。　内容が短くため不要かもしれませんが　あったほうがまとまりが良いと思いました,1498457617.207202,2017-06-26 15:13:37.207202
yuta,<@U12475CJC>  ありがとうございます。,1497937834.88959,2017-06-20 14:50:34.889590
kaiseiaoki,<@U12475CJC> ありがとうございます　修正してみます,1497892442.066701,2017-06-20 02:14:02.066701
ko-hei,<@U107MMD8Q> スライド７：なぜ白点病と尾腐れ病に着目したのか、理由がないといきなりすぎてわからない気がします。,1497890677.429644,2017-06-20 01:44:37.429644
ko-hei,"<@U106UP90U>  全般：句読点があったりなかったりするので、統一して付けましょう。
スライド６：２段落目の「記録として各々の研究室で、、、」の所の言い回しがわかりずらいので、修正したほうが良いと思います。
スライド９：たぶん喪失しやすい情報についての図だと思うので、タイトルもそのように変えたほうがよいと思います。",1497889272.920314,2017-06-20 01:21:12.920314
ko-hei,"<@U107TJHPF> スライド１：「と」がなんか、主張が激しいです。
スライド３：なぜモチベ維持が難しいのかの理由があるとわかりやすいと思います。
スライド４：「学習者の学習意欲を持続させる」の方がわかりやすいような気がします。
スライド５：関連研究の簡単な概要があるほうが良い気がします。
スライド６：システム概要？と今後やることが混ざってしまっているように思うので、そこを明確にしたほうがいいと思います。
スライド１５、１６：このスライドに書かれていることが、この研究の特徴のように思うので、そこをもっと強調して書くと良いと思います。",1497887902.385572,2017-06-20 00:58:22.385572
ko-hei,"<@U105P17QT> スライド２：研究背景を述べる所なので、現在の英語発音学習ではどのようなことが行われているのかを書いたほうがいいと思います。２，３段落は研究の特徴になる部分だと思うので、後に書いた方が良いと思います。
スライド３：関連研究の簡単な概要を書くとわかりやすい気がします。
スライド４：一般的な英語発音学習の目的を書いているように感じるので、この研究ではどんなことができるようになるのかを明確にして書くとよいと思います。あと２段落目はメタ視点的な要素があるので、書かなくていいと思います。
スライド５：ポイントを絞って、何がこの研究の特徴なのかをはっきり書いたほうがいいと思います。
スライド６：まずどんなシステムを考えているのかを先に書かないと、このスライドがわからないと思います。",1497886158.674131,2017-06-20 00:29:18.674131
umetani,<@U12475CJC> ありがとうございます！修正します,1497883974.760673,2017-06-19 23:52:54.760673
ko-hei,"<@U123ZGHM2> 全般：スライドの順番がごちゃごちゃなので、研究背景→関連研究→研究動機→研究目的（研究課題）→提案手法（システム）→展望　というような筋道を立てて構成したほうが良いと思います。　
あと全体的に文字が小さいと思うので、大きくしたら見やすいと思います。
句読点の統一をもう一度確認してみてください。あったりなかったりするので。あとカンマは　「，」に統一しましょう。　

スライド２：アプリではなく、研究が数多くあるとした方が、それっぽいと思います。あとタイトルにスイーツと入っているので、２行目は「スイーツとカロリー消費、、、」にしたほうがいいと思います。
スライド３、４、８：提案システムの概要と研究目的が混ざってしまっているので、概要が概要で、目的は目的でまとめた方が、何をしたいのかわかりやすいと思います。
スライド５：研究背景と被る部分が多いので、無理して研究動機のスライドとして含める必要はないと思います。
スライド７：上から３行目、「ユーザが求める栄養素”を”多く含む、、、」のほうが良いと思います。",1497883737.662445,2017-06-19 23:48:57.662445
ko-hei,<@U10J4NGHH> ありがとう！！！！,1497877023.181371,2017-06-19 21:57:03.181371
shohei516,"自分が気になったのは、スライド2,3の研究背景なんだけど、複数にまたがる場合は番号を振ったほうが良いと思いました。",1497876982.16969,2017-06-19 21:56:22.169690
shohei516,<@U12475CJC>  チェックありがとう!,1497876924.15345,2017-06-19 21:55:24.153450
ko-hei,"<@U10J4NGHH> スライド6の最後の行の所，「運転再開見込み時間と」に直したほうがいいと思います．
あと，「再開した時間との誤差」のほうがわかりやすいと思います．
スライド8の最後の行の「そのこと、、、」はいらないと思います」．",1497876878.140556,2017-06-19 21:54:38.140556
kaiseiaoki,<@U107MMD8Q>  直します　ありがとうございました。,1497857114.683957,2017-06-19 16:25:14.683957
matsuoka,"<@U105P17QT> スライド5，6の本文フォントのサイズが違う気がします．
スライド8のタイトルの位置が違うのと，図がタイトルスペースにはみ出しているのでサイズ調整したほうがいいと思いました．",1497857092.679476,2017-06-19 16:24:52.679476
kaiseiaoki,内容についてもチェックしてみます,1497855037.317824,2017-06-19 15:50:37.317824
kaiseiaoki,<@U107MMD8Q>  クロスチェックしました、校正する部分は特に見つかりませんでした,1497854999.311726,2017-06-19 15:49:59.311726
shohei516,スライドアップしましたが，8と9はまだ完成していません。,1497848405.52254,2017-06-19 14:00:05.522540
ishikawa,"<!channel> スライドのデザインについてです。
今後のスライドのデザインは「レトロスペクト」の「青色」で統一します。
具体的に言うと現在の松岡さんや高橋さんが使っていたスライド下部が色付けされているデザインのものです。
確認お願いします。",1497429393.409646,2017-06-14 17:36:33.409646
tsukiji,去年の僕の中間発表の資料です,1497429068.327591,2017-06-14 17:31:08.327591
ishikawa,"<!channel> スライドのクロスチェックについてです。
現在おこなっているスライドのクロスチェックの締め切りは月曜日の14時までにします。
制作途中でもその時点でOne Driveに上げて、その時点でのクロスチェックをおこなうようにしてください。
現在のチームの人は必ず、それ以外の人も出来ればする様にしてください。
また、その後、水曜日までに制作に動きがあれば、その都度アップロードして他の人に報告するようにしてください。",1497428951.297117,2017-06-14 17:29:11.297117
shohei516,↑ 追記 スライドの10の表も同じです,1497316388.089494,2017-06-13 10:13:08.089494
shohei516,<@U12475CJC> スライド11の表の区切りの線を黒にしたほうが良いと思いました。,1497316180.062725,2017-06-13 10:09:40.062725
shohei516,<@U12475CJC> <@U107G430F>  遅くなってすみません。スライドをアップしたので、チェックお願いします,1497271077.300197,2017-06-12 21:37:57.300197
matsuoka,<@U105P17QT> わかりました。直しておきます。,1497257196.369429,2017-06-12 17:46:36.369429
kaiseiaoki,<@U107MMD8Q> 　特に治した方が良い部分は見当たりませんが、関連研究の欄に著者名が記載されていたり、されていなかったりはしているので統一する方が良いかなと思いました,1497254592.803369,2017-06-12 17:03:12.803369
ko-hei,<@U107G430F> <@U10J4NGHH>  スライドアップしたんで、チェックお願いします．,1497234452.548591,2017-06-12 11:27:32.548591
ko-hei,<@U107G430F> <@U10J4NGHH> 遅くなってすいませんm(._.)m,1496742729.997364,2017-06-06 18:52:09.997364
ko-hei,"<@U107G430F>　スライド６の研究目的の所はどちらかというと提案システムの概要で，スライド７のこの研究に見込める効果のところが研究目的になるのではないかと思いました．
スライド１６の土という文字だけ太文字になっている気がします．
スライド１０とスライド１６の課題とは，何の課題なのか説明を追加したほうがわかりやすいと思います．",1496742568.959629,2017-06-06 18:49:28.959629
ko-hei,"<@U10J4NGHH>  研究動機や目的で言っていることと，分析する項目に違いがあるように感じるので，そこを統一させていったほうが良いと思います．
分析項目について，これを分析するとどのような良いことがあるのかも書くと，分析する根拠につながると思います．",1496740789.540544,2017-06-06 18:19:49.540544
shohei516,<@U12475CJC> チェックをまとめました。,1496730645.494712,2017-06-06 15:30:45.494712
shohei516,<@U107G430F> スライドチェックをまとめました。,1496725665.927951,2017-06-06 14:07:45.927951
kaiseiaoki,<@U107MMD8Q> ありがとうございます　直しておきます,1496723871.738446,2017-06-06 13:37:51.738446
takahashiy,"<@U12475CJC> <@U10J4NGHH> 大変遅くなりました。アップしたのでよろしければチェックお願いします。
皆さんここに書いてないみたいなので、とりあえず個人にチェック送らせていただきました。あわせて確認お願いします。",1496723328.680969,2017-06-06 13:28:48.680969
shohei516,<@U12475CJC>  <@U107G430F>  自分もスライドをアップしたのでお願いします。,1496661195.242536,2017-06-05 20:13:15.242536
kaiseiaoki,<@U107MMD8Q> <@U106Y1J7N> スライドアップロードしたので、暇なときにチェックお願いします。,1496649241.122799,2017-06-05 16:54:01.122799
ko-hei,<@U10J4NGHH> <@U107G430F> スライドアップロードしたんで、チェックお願いします！,1496648860.063512,2017-06-05 16:47:40.063512
takano,卒研発表のときに、自分の研究がなぜ重要であるか（社会に役にたつ、技術的に優れているなど）を説明する習慣をつけましょう。,1496202492.706551,2017-05-31 12:48:12.706551
kurihara,既存の文字は変更されないので検索で適当に、。を検索すればいいと思います（てきとう）,1496197792.16913,2017-05-31 11:29:52.169130
ko-hei,<@U107G430F>  一番上のスライド番号10と16でしたさーせん,1496122133.730669,2017-05-30 14:28:53.730669
takahashiy,<@U12475CJC> <@U10J4NGHH>  ご指摘ありがとうございます。,1496120849.60513,2017-05-30 14:07:29.605130
ko-hei,"<@U107G430F> 指摘ありがとうございます。
クロスチェック
・スライド10、15：課題と書いてあるのですが、内容的はシステムの概要しか書いてないので、何が課題なのか明確にわかるようにしたほうが良いと思います。
・スライド15：「道路の幅が、、、」のところ、たぶん「60cm以上」と書きたかったと思うんですが、「60cm以」でとまってます、、、、、
・スライド18：「1台で行う場合、、、」のところ、言い回しがすこし回りくどくてわかりづらいので、「不可能ではないが手間がかかる．しかし精度は優れる．」といったように分けた方がわかりやすいです。",1496108639.442845,2017-05-30 10:43:59.442845
yuta,緑の就活状況シートを書けた人は僕の机の上か、引き出しに入れておいて欲しいです。,1496094125.254234,2017-05-30 06:42:05.254234
takahashiy,それに細かいとこばっかです:cold_sweat::cold_sweat:,1496069958.136709,2017-05-29 23:59:18.136709
takahashiy,内容にはあまり触れてないです。ごめんなさい:cold_sweat:,1496069685.080102,2017-05-29 23:54:45.080102
