User,text,timestamp,time
tsukiji,昔の引継ぎに関する資料を送ります,1518671895.000142,2018-02-15 14:18:15.000142
tsukiji,<@U0JAEV08K>さんがこのファイルをアップロードしました : <https://kait-takanolab.slack.com/files/U0JAEV08K/F9AFVK1FH/_________________________________.pptx|卒論とセミナーの進め方.pptx>,1518671877.000028,2018-02-15 14:17:57.000028
tsukiji,<@U0JAEV08K>さんがこのファイルをアップロードしました : <https://kait-takanolab.slack.com/files/U0JAEV08K/F99E8AWGJ/___________________________.pdf|卒研ゼミへの心構え.pdf>,1518671824.000044,2018-02-15 14:17:04.000044
tsukiji,<@U0JAEV08K>さんがこのファイルをアップロードしました : <https://kait-takanolab.slack.com/files/U0JAEV08K/F99DNUP1A/____________________________ver2.pptx|研究室引継ぎ講習会_ver2.pptx>,1518671821.000152,2018-02-15 14:17:01.000152
t.kasai,<@U0JACJLRJ> わかりました,1518598710.000126,2018-02-14 17:58:30.000126
takano,修士中間ポスターは18時以降に速やかにはがしてください、とのことです,1518598495.000248,2018-02-14 17:54:55.000248
matsuoka,<@U0JACJLRJ> ありがとうございます！先生のご指導のおかげです。,1518429705.000253,2018-02-12 19:01:45.000253
takano,<@U107MMD8Q> 松岡さんの卒研発表ですが、山本先生、須藤先生からとても高い評価をしてもらい、山本先生からはお褒めの言葉を頂きました。良かったですね！,1518422521.000139,2018-02-12 17:02:01.000139
shohei516,<@U10J4NGHH>さんがメッセージをこのチャンネルにピン留めしました。,1517537287.000103,2018-02-02 11:08:07.000103
shohei516,"残留届を提出しました。
なお，今年度一杯は休講日ということなので
今後提出する際は  ○月○日 08時 ~ ○月○日 08時 と書いてください.",1517537267.000007,2018-02-02 11:07:47.000007
slackbot,リマインダー : 延長届を提出してください,1517529616.000407,2018-02-02 09:00:16.000407
ko-hei,いきます,1516765508.00005,2018-01-24 12:45:08.000050
takano,<@U12475CJC> <@U0JAEV08K> 国際課来れる,1516765439.000076,2018-01-24 12:43:59.000076
matsuoka,<@U0JACJLRJ> わかりました,1516759480.000311,2018-01-24 11:04:40.000311
kaiseiaoki,<@U0JACJLRJ> 分かりました,1516758850.000101,2018-01-24 10:54:10.000101
takano,<@U107MMD8Q> <@U105P17QT> 印鑑持ってきてもらえますか,1516758001.000232,2018-01-24 10:40:01.000232
ishikawa,"  2月2日 (金) 9:00 , 日本標準時 にこのチャンネルでこれをリマインドするよう設定しました : “延長届を提出してください” ",1516587309.000264,2018-01-22 11:15:09.000264
slackbot,リマインダー : 延長届出してください,1516320014.000436,2018-01-19 09:00:14.000436
t.kasai,よろしくお願いします,1516090802.0003,2018-01-16 17:20:02.000300
t.kasai,"年末から稼働していなかった学内回線の無線LANアクセスポイントを再稼働させました
再稼働させる際に設定変更を行ったのでSSIDとパスワードが以前と異なります
SSID：
　takanolab-campus-24（2.4GHz）
　takanolab-campus-5（5GHz）
パスワード（両方共通）：
　takanolab",1516090711.000178,2018-01-16 17:18:31.000178
takano,<@U0JACJLRJ>さんがこのファイルをアップロードしました : <https://kait-takanolab.slack.com/files/U0JACJLRJ/F8STNPZK4/.png|no.7>,1516017916.000116,2018-01-15 21:05:16.000116
takano,土日に、センター試験があるので、研究室で作業することはできません。,1515741947.000091,2018-01-12 16:25:47.000091
takano,12F 第4食堂です！,1515725145.000059,2018-01-12 11:45:45.000059
takano,1/17(水)18:00〜 MindとWawaとの交流会 兼送別会をします。,1515725135.000004,2018-01-12 11:45:35.000004
tsukiji,"  1月19日 (金) 9:00 , 日本標準時 にこのチャンネルでこれをリマインドするよう設定しました : “延長届出してください” ",1515587909.000226,2018-01-10 21:38:29.000226
takano,スライド5のタイトル：読み書き頻度の高い単語の抽出例,1515135726.000109,2018-01-05 16:02:06.000109
takano,スライド28：タイトルは、実験考察だけでよい。,1515135530.000159,2018-01-05 15:58:50.000159
takano,スライド11：ドキュメント形式ごとの重みの説明がない（文章はあるけど）,1515135109.000067,2018-01-05 15:51:49.000067
takano,スライド8：1から3の文章に、対応する機能を見出しとして書いておくと良い,1515134982.000047,2018-01-05 15:49:42.000047
takano,スライド5：もう少し上手に説明しましょう,1515134866.000101,2018-01-05 15:47:46.000101
takano, スライドが切り替わった時の、つなぎの台詞がない。,1515134770.000165,2018-01-05 15:46:10.000165
takano, 赤くマークされている単語が一つもなのに、英文スコアが高いのがあるのはなぜだっけ。,1515132605.000088,2018-01-05 15:10:05.000088
takano,プロトタイプシステムの図は、もっと大き目がいいです。,1515132183.000184,2018-01-05 15:03:03.000184
takano,英語例文出題機能は、例がないとわかりにくいですね。例をつけられませんか。,1515132162.000107,2018-01-05 15:02:42.000107
takano,英単語頻出機能など、詳細を説明する前に、簡単に概要を説明できると良い。,1515131962.000036,2018-01-05 14:59:22.000036
ko-hei,"<@U0JACJLRJ>17時からバイトになっていました。

昼過ぎまでご一緒します",1515124843.000093,2018-01-05 13:00:43.000093
slackbot,リマインダー:延長届を提出してください,1515110402.000263,2018-01-05 09:00:02.000263
takano,1/7(日)に、チュラ学生と神宮にスケートに行きます。お昼頃の予定です。ぜひみなさんもご参加ください。,1515101744.000013,2018-01-05 06:35:44.000013
ishikawa,申し訳ないです。,1515065670.000364,2018-01-04 20:34:30.000364
matsuoka,<@U0JACJLRJ> 行けないです、申し訳ございません。,1515060382.000152,2018-01-04 19:06:22.000152
takano,<@U12475CJC> わかりました。,1515059847.000076,2018-01-04 18:57:27.000076
ko-hei,<@U0JACJLRJ> 明日実家から戻ってくるので、ちょっと厳しいです、、、,1515058993.000011,2018-01-04 18:43:13.000011
takano,簡単な打ち合わせもしたいと思います。,1515057104.000107,2018-01-04 18:11:44.000107
takano,<@U106UP90U> 石川くんはむりでしたね。,1515056900.00017,2018-01-04 18:08:20.000170
takano,<@U107MMD8Q> 岡安さんにも連絡とってもらえますか。,1515056888.000421,2018-01-04 18:08:08.000421
takano,<@U105P17QT> <@U107MMD8Q> <@U12475CJC> <@U106UP90U> 明日ですが、学会の会場準備で横浜に行きます。14:00から予定しているのだけど、みんなこれるのだっけ？,1515056869.000309,2018-01-04 18:07:49.000309
kaiseiaoki,できる限りのことは試しますが　用事があるため１８時には帰宅させていただきます　申し訳ありません,1514622657.000049,2017-12-30 17:30:57.000049
kaiseiaoki,電源はついてるみたいですが　ディスプレイに接続などがダメですね。。。　知識がないのでこちらでは詳しくはわからないのですが。。,1514620706.000045,2017-12-30 16:58:26.000045
takano,だめですね。なんでだろう。。,1514620593.000036,2017-12-30 16:56:33.000036
kaiseiaoki,度々確認して申し訳ないですが　まだメールサーバーに接続できませんか？,1514618961.000013,2017-12-30 16:29:21.000013
takano,ありがとう。ディスプレイはrgbでつながってたよ。,1514617769.000062,2017-12-30 16:09:29.000062
kaiseiaoki,"電源はついてますが,映像出力とかはできないですね..　lanもしっかり刺さってると思いますが..",1514616769.000047,2017-12-30 15:52:49.000047
kaiseiaoki,わかりました　あとはディスプレイを繋げて確認してみます,1514615637.000016,2017-12-30 15:33:57.000016
takano,だとすると、青木くんにお願いできるのは、LANケーブルを念のため、カチッとさし直してもらうことですかね。,1514615038.000009,2017-12-30 15:23:58.000009
takano,電源は入ってるんだ。。,1514614931.000033,2017-12-30 15:22:11.000033
kaiseiaoki,電源は入れたので笠井さんなどに確認して動作を確認してみます　お手数おかけしました,1514614815.000033,2017-12-30 15:20:15.000033
kaiseiaoki,確かにPs2マウスが繋がっています,1514614704.000082,2017-12-30 15:18:24.000082
takano,PS2のマウスときーぼーどがつながっているの1台しかないと思います。,1514614650.000041,2017-12-30 15:17:30.000041
takano,位置関係とか、ごついキーボードが繋がっているとか、記憶していません。,1514614619.00001,2017-12-30 15:16:59.000010
takano,外観だけだとわかりません。。,1514614588.000006,2017-12-30 15:16:28.000006
kaiseiaoki,<@U105P17QT>さんががファイル (<https://kait-takanolab.slack.com/files/U105P17QT/F8LDF9HS7/img_20171230_151532.jpg|IMG_20171230_151532.jpg>) をアップロードしてコメントしました : これでしょうか?,1514614510.000039,2017-12-30 15:15:10.000039
takano,そのあたりだと思います。,1514614411.00004,2017-12-30 15:13:31.000040
kaiseiaoki,間違えました　dolphinの左隣です,1514614399.000017,2017-12-30 15:13:19.000017
takano,Swallowはテーブルの上じゃなかったっけ？,1514614378.000004,2017-12-30 15:12:58.000004
kaiseiaoki,swallow の左隣のサーバーしょうか？,1514614347.000001,2017-12-30 15:12:27.000001
takano, 確かPs2のマウスとキーボードがつながっているPCです。,1514614285.00003,2017-12-30 15:11:25.000030
takano,まだ、sshつながりませんね。,1514614209.00005,2017-12-30 15:10:09.000050
kaiseiaoki,Dolphin swallow  と名前が分からなかったのですがメールサーバを起動しました,1514614146.000029,2017-12-30 15:09:06.000029
takano,3台起動した？,1514614033.000013,2017-12-30 15:07:13.000013
kaiseiaoki,<@U0JACJLRJ> Dolphinと同時に起動したのですが、動いてませんか？,1514613990.000037,2017-12-30 15:06:30.000037
takano,あおきくん、メールサーバの起動もお願いできますか。dolphinはログインできたけど、メールサーバはできません。,1514613564.000052,2017-12-30 14:59:24.000052
kaiseiaoki,"連絡が遅れましたが、dolphin,swallowなどのサーバを起動させました　他に何かあれば連絡お願いします。",1514609417.000027,2017-12-30 13:50:17.000027
kaiseiaoki,明日の午前中くらいにサーバーなどを再起動させます　他にしてほしい作業のある方は連絡お願いいたします,1514518270.000144,2017-12-29 12:31:10.000144
ko-hei,"<!channel> 本日、鷹野研究室の忘年会を開催します！時間は18時ごろを予定しています！
参加したい人は18時ごろに研究室に集まってください！",1514354951.000081,2017-12-27 15:09:11.000081
takano,yokohama,1514339570.000158,2017-12-27 10:52:50.000158
kaiseiaoki,すみません　駅で迷ったので30分に間に合わないかも知れないです,1514337910.000111,2017-12-27 10:25:10.000111
takano,電車を一本乗り遅れたので、10:50頃到着予定です。,1514336098.000083,2017-12-27 09:54:58.000083
ishikawa,<@U0JACJLRJ> 分かりました。,1514290546.000184,2017-12-26 21:15:46.000184
matsuoka,<@U0JACJLRJ> わかりました。,1514289556.000018,2017-12-26 20:59:16.000018
kaiseiaoki,分かりました　,1514289154.000005,2017-12-26 20:52:34.000005
takano,<@U107MMD8Q> <@U106UP90U> <@U105P17QT> 明日は10:30に横浜中央郵便局集合で良いですか。,1514287871.000158,2017-12-26 20:31:11.000158
kaiseiaoki,↑すみません　英文の抜き出しが甘かったので修正します,1514193422.00009,2017-12-25 18:17:02.000090
kaiseiaoki,<@U0JACJLRJ> ドキュメントファイルをアップして練習だけできるものをつくりました,1514193039.000102,2017-12-25 18:10:39.000102
kaiseiaoki,<https://dolphin.mkm.ic.kanagawa-it.ac.jp/~aoki/simple/answer.html>,1514192566.000109,2017-12-25 18:02:46.000109
ishikawa,"  2018年1月5日 (金) 9:00 , 日本標準時 にこのチャンネルでこれをリマインドするよう設定しました : “延長届を提出してください” ",1514090869.000023,2017-12-24 13:47:49.000023
slackbot,リマインダー:延長届を提出してください,1513900807.000308,2017-12-22 09:00:07.000308
takano,共同研究や一般的なお世話などよろしくお願いします,1513665199.000003,2017-12-19 15:33:19.000003
takano,明日から、チュラの学生２名が１か月間、鷹野研配属になります。,1513665026.000096,2017-12-19 15:30:26.000096
ko-hei,dolphinサーバーのアップデートが来ていたので，反映させました.,1513310341.000063,2017-12-15 12:59:01.000063
ishikawa,"  12月22日 (金) 9:00 , 日本標準時 にこのチャンネルでこれをリマインドするよう設定しました : “延長届を提出してください” ",1512720238.000165,2017-12-08 17:03:58.000165
ko-hei,"<@U106Y1J7N> eも忘れてたわ、ありがとう。
了解です。",1512693152.000285,2017-12-08 09:32:32.000285
tsukiji,"<@U106Y1J7N> 返信遅れました
了解です",1512634194.000263,2017-12-07 17:09:54.000263
kurihara,後、扉の開け閉めは静かにおねがいします。,1512626693.0001,2017-12-07 15:04:53.000100
kurihara,（告知が遅くて申し訳ないのですが）諸事情により残留届けを出しそこねているので今日までは22時までに帰宅するようone以外します。明日から残留届けの提出を再開します。,1512626684.00006,2017-12-07 15:04:44.000060
takano,"<@U2808K7U2> <@U4YM85G94> <@U79FX6VFF> <@U7D4HNSKX> バタム海外研修の旅程が決まりました。
【往路】
‪２月２１日（水）・・・搭乗手続きは２月２０日の夜‬
ANA843　羽田　‪００：３０‬－シンガポール　‪０６：５５‬

【復路】
‪３月１９日（月）‬
ANA844　シンガポール　‪２２：２５‬－羽田　‪０６：００‬(‪3/20‬)",1511484822.000114,2017-11-24 09:53:42.000114
takano,あと、パスポートを取得していなくても申し込みはできます。,1511164200.000101,2017-11-20 16:50:00.000101
takano,"バタム海外研修を検討しているみなさんへ：
11/24(金)が申し込み締切となっています。検討の上、国際センターへ申し込んでください。質問があれば個別でもいいですし、築地くんや上村くんにも聞いてみてください。",1511164181.000185,2017-11-20 16:49:41.000185
kaiseiaoki,"  Friday, December 1st 9:00 , Japan Standard Time にこのチャンネルでこれをリマインドするよう設定しました : “延長届を出してください” ",1511095855.000014,2017-11-19 21:50:55.000014
slackbot,Reminder: 延長届を出してください,1510876827.000364,2017-11-17 09:00:27.000364
takano,７，８名分くらいになると思うので、3，4名必要かもしれません。,1510059014.000116,2017-11-07 21:50:14.000116
takano,その時は誰かにお手伝いをお願いしても良いですか。,1510058981.000011,2017-11-07 21:49:41.000011
takano,明日いらっしゃるPENS&amp;Chulaの先生方のお昼に、クーシーのテイクアウトを利用するかもしれません。,1510058964.00036,2017-11-07 21:49:24.000360
tsukiji,"<!channel> 学園祭で買い出しに行った人でまだ領収書を持っている人は僕に渡してください。
また、だれがどの領収書なのかわからないので立て替えている人は僕に申告してください。(研究室に来た時で構いません)",1510026481.000136,2017-11-07 12:48:01.000136
kaiseiaoki," set up a reminder “延長届を出してください” in this channel at 9AM Friday, November 17th, Japan Standard Time.",1509986895.00063,2017-11-07 01:48:15.000630
slackbot,Reminder: 延長届を出してください,1509667226.000319,2017-11-03 09:00:26.000319
takano,バタム国際大学への海外研修の説明会を、11/7(火)5限と10(金)5限にやります。両日とも同じ内容です。是非さんかしてください。,1509507412.000047,2017-11-01 12:36:52.000047
ko-hei,<@U12475CJC>さんがメッセージをこのチャンネルにピン留めしました。,1509501586.00004,2017-11-01 10:59:46.000040
shohei516,"【重要】
来週、11/8(水)の14:20~15:00にて、卒業アルバム作成のための研究室の写真撮影が行われます。
原則、4年生は全員参加ということなので、お願いします。",1509501536.00012,2017-11-01 10:58:56.000120
ishikawa,分かりました、検討します。エスプレッソ用粉がリンク切れとなっているので、もう一度貼っていただきたいです。よろしくお願いします。,1508912498.000047,2017-10-25 15:21:38.000047
takano,が欲しいのですが、予算が余るようでしたらご検討ください。,1508885898.000016,2017-10-25 07:58:18.000016
takano,"と、エスプレッソマシン用に
エスプレッソポッド
<http://amzn.asia/cxG5Ty9>",1508885884.00034,2017-10-25 07:58:04.000340
takano,"エスプレッソ用粉
<http://amzn.asia/7FmXH2>",1508885597.000276,2017-10-25 07:53:17.000276
takano,ところで、コーヒーエアロプレスがせっかくあるので、,1508885558.000001,2017-10-25 07:52:38.000001
takano,これらは、別の実験費用で買えるかもしれないので保留です。（エアダスターは多分買えます。）,1508885443.000144,2017-10-25 07:50:43.000144
takano,エアダスター、クイックルワイパー、カビキラー以外は発注しました。,1508885405.000355,2017-10-25 07:50:05.000355
ishikawa,はい。よろしくお願いします。,1508816110.000136,2017-10-24 12:35:10.000136
takano,学園祭用の物品はAmazonで購入して良いのだっけ。,1508759802.000011,2017-10-23 20:56:42.000011
takano,3年生、4年生も積極的に参加して下さい。,1508716719.000008,2017-10-23 08:58:39.000008
takano,笠井くん、築地くん、上村くんにも英語ショート発表してもらいます。,1508716683.000102,2017-10-23 08:58:03.000102
takano,"PENS研修生の研修報告会を10/26(木) 15:00～に予定しています。
---
日時：10月26日（木）4限
場所：K1 306教室
---",1508716628.000121,2017-10-23 08:57:08.000121
ko-hei," set up a reminder “延長届を出してください” in this channel at 9AM Friday, November 3rd, Japan Standard Time.",1508481769.000209,2017-10-20 15:42:49.000209
slackbot,Reminder: 残留届けが切れました。更新してください。,1508457628.000291,2017-10-20 09:00:28.000291
ishikawa,<!channel> 学園祭でのシフト表についても上記のスプレッドシートを利用する事にしました。3つ目のシートを開き、11月4日と5日で参加できる方に◯を付けてください。,1508318025.000441,2017-10-18 18:13:45.000441
ishikawa,学園祭予算で買ったほうが良いじゃない？と思う物がある方は、シート2の「欲しいもの」に商品名と商品リンク（Amazonなど）を追加しておいてください。,1508301742.000183,2017-10-18 13:42:22.000183
ishikawa,<@U106UP90U>さんがメッセージをこのチャンネルにピン留めしました。,1508301669.000089,2017-10-18 13:41:09.000089
takano,<@U0J8PMAQJ>  「サーバへのログイン成功履歴 」は、内部の人のログインも含むよね？,1508034692.000007,2017-10-15 11:31:32.000007
ko-hei,自分は特に大事なデータが入っているわけではないので、クリーンインストールして頂いても大丈夫です。 よろしくお願いします。,1507974219.00002,2017-10-14 18:43:39.000020
takano,<@U0JACJLRJ>さんがメッセージをこのチャンネルにピン留めしました。,1507973371.00002,2017-10-14 18:29:31.000020
takano,特になければデータのバックアップをとらずにクリーンインストールしようと思います。,1507893287.000228,2017-10-13 20:14:47.000228
takano,dolphinに大事なデータがある人は教えてください。,1507893266.000186,2017-10-13 20:14:26.000186
t.kasai,後日クリーンインストールすることを推奨します,1507888226.000216,2017-10-13 18:50:26.000216
t.kasai,なお現在 dolphin は LAN ケーブルを外して物理的にネットワークから隔離されています,1507885092.000186,2017-10-13 17:58:12.000186
ishikawa,"dolphinサーバーが外部からの侵入を受けた疑いがあり、現在 <@U0J8PMAQJ> さんが調査中です
現在までに分かっている事
・ <@U0J8PMAQJ> のパスワード変更日　9月16日
・外部からダウンロードされたソフトウェアのインストール日 9月25日
・ソフトウェアの起動 9月26日
・サーバーへのログイン成功履歴がアーカイブされた日 10月1日
・セキュリティログが削除された日 10月13日
・大学からネットワークを遮断された日 10月13日
・外部からログイン試行が始まった日 調査中

* dolphinでアカウントを作った事がある人で、普段のパスワードとして使いまわしている人は変更するようにしてください。*",1507885045.000018,2017-10-13 17:57:25.000018
takano,学園祭は、4年生が中心となって動きましょう。,1507865415.000183,2017-10-13 12:30:15.000183
tsukiji,"主に僕らが飲みたいもの
コーヒー豆
・スターバックス コーヒー豆 ハウスブレンド907g 緑 レギュラーコーヒー
 <http://amzn.asia/4mMhCQx>
・コ-ヒ-ばかの店 タンザニア（キリマンジャロ） 300g
<http://amzn.asia/bQ2z510>

主に来た人にふるまうもの
ドリップコーヒー
ドトールコーヒー ドリップコーヒー オリジナルブレンド 50P
<http://amzn.asia/4v7UTjz>
UCC 職人の珈琲ドリップ 深いコクのスペシャルブレンド 50P 350g
 <http://amzn.asia/9jUif51>
紅茶
リプトン イエローラベルティーバッグ25袋 50g
<http://amzn.asia/4HLZhAm>
こんな感じで調べてね",1507810847.000098,2017-10-12 21:20:47.000098
tsukiji,<@U0JAEV08K>さんがこのファイルをアップロードしました : <https://kait-takanolab.slack.com/files/U0JAEV08K/F7H5SHB3M/__________________________________________.docx|アイロンビーズで準備するもの.docx>,1507808615.00028,2017-10-12 20:43:35.000280
tsukiji,<@U0JAEV08K>さんがこのファイルをアップロードしました : <https://kait-takanolab.slack.com/files/U0JAEV08K/F7GN6HC5P/________________________________________2016.xlsx|文化祭で準備するもの リスト2016.xlsx>,1507808573.000141,2017-10-12 20:42:53.000141
tsukiji,"ろそろ学際で買うものをみんなで決めましょう(来週までに何を買うのか決めないと準備でバタバタするよ)
去年に先生にお願いする為に作成した買うものリストをここにあげておくので，今年は何を買うのかの参考に4年生の子たちは必ず見ておいてください",1507808555.000148,2017-10-12 20:42:35.000148
takano,参加できる人は、リアクションをお願いします。,1507773389.000223,2017-10-12 10:56:29.000223
takano,10/21(土)にPENSの学生と鎌倉に行くことを企画しています。時間のある人は是非参加しましょう。,1507773326.000042,2017-10-12 10:55:26.000042
kurihara," set up a reminder “残留届けが切れました。更新してください。” in this channel at 9AM Friday, October 20th, Japan Standard Time.",1507298832.000146,2017-10-06 23:07:12.000146
takano,飲食パーティになるので、気軽に参加をして、PENS生と交流をしてみてください。,1507258898.000143,2017-10-06 12:01:38.000143
takano,"---
場所: 2食
時間: 17:00-19:00
---",1507258876.000008,2017-10-06 12:01:16.000008
takano,本日(10/6)、PENS研修生との交流会があります。,1507258852.000195,2017-10-06 12:00:52.000195
kurihara,1日通知間違えました（おそらく）,1507184362.000107,2017-10-05 15:19:22.000107
slackbot,Reminder: 残留届けを更新してください,1507158024.000238,2017-10-05 08:00:24.000238
ishikawa,"学園祭での予算(30000円)内で欲しいものリストをスプレッドシートで作ったので、欲しい物がある人は共有してください。
<https://docs.google.com/spreadsheets/d/1q4PjSqYtcl0WAWbPS7X-1JskhOPg1SzQIdh0ArPmHwY/edit#gid=0>",1507102581.000464,2017-10-04 16:36:21.000464
s1521078,<@U7D4HNSKX>さんがチャンネルに参加しました,1507083537.000114,2017-10-04 11:18:57.000114
s1521178,<@U7DSHBV9U>さんがチャンネルに参加しました,1507083478.000165,2017-10-04 11:17:58.000165
takano,10/10午後にPENS生が鷹野研の見学に来るので、協力をお願いします。,1507030729.000301,2017-10-03 20:38:49.000301
takano,ハンドアウト資料の内容、説明の仕方、デモプログラムの内容など、高校生と付添の方へ説明できるクオリティに達していたかなどを、再度確認してみてください。,1506895722.000066,2017-10-02 07:08:42.000066
takano,デモ説明について、良くできていた部分もあったと思いますが、水曜日の卒研ゼミでは少し振り返りを行いたいと思います。,1506895484.000059,2017-10-02 07:04:44.000059
takano,オープンキャンパスご苦労様でした。,1506895399.000061,2017-10-02 07:03:19.000061
tsukiji,"前半(10:00~13:00):梅谷・斎藤・上村・栗原・笠井
後半(13:00~16:00):青木・石川・星野・松岡・築地
研究室公開の時間に合わせてシフトの時間を30分送らせました
栗原君は前半に入れました",1506678055.000376,2017-09-29 18:40:55.000376
takano,あと、デモ説明を担当していないときは、受付や呼び込みのお手伝いや、原則、研究室待機でお願いします。,1506673477.00013,2017-09-29 17:24:37.000130
takano,デモ説明担当は、前半後半でわかれるで良いのですが、9:30には全員集合でお願いします。,1506673340.000135,2017-09-29 17:22:20.000135
takano,研究室公開は、10:00-16:00となっています。,1506673266.00047,2017-09-29 17:21:06.000470
t.kasai,なんか今人いないので明日（土曜だけど）研究室に来る人がいたらその人達でやろうかなって思っています :stuck_out_tongue:,1506672602.00044,2017-09-29 17:10:02.000440
t.kasai,<https://kait-takanolab.slack.com/archives/C0J8KM6KF/p1506585706000213>,1506672532.000268,2017-09-29 17:08:52.000268
tsukiji,あ、栗原君がなかった,1506666323.000104,2017-09-29 15:25:23.000104
tsukiji,"前半(9:30~12:30):梅谷・斎藤・上村・笠井
後半(12:30~15:30):青木・石川・星野・松岡・築地
当日のシフトはこれで行きます",1506666214.000089,2017-09-29 15:23:34.000089
ishikawa,院生の皆さんが戻ってきたら、机の配置について話し合います,1506660390.000037,2017-09-29 13:46:30.000037
ishikawa,塩辛のおつまみ（？）が入った紫の袋は炊飯器の棚の下に入れておきました,1506660084.000045,2017-09-29 13:41:24.000045
t.kasai,明日 OC の資料とか説明のレビューを築地さんと笠井さんがちょっとやる予定なので、最低限のことはできるように準備しておきましょう :muscle:,1506585706.000213,2017-09-28 17:01:46.000213
tsukiji,※遅れる急用急病の場合は無理に来ないでなるべく早く連絡する事,1506583724.000186,2017-09-28 16:28:44.000186
tsukiji,"また準備ですが、金曜日にあらかた終わらせること
準備する事
・共同机の上にあるものの片づけ
・共同机の移動(L字で奥のスペースを分けるように配置)
・移動後の机にモニター設置
・資料の印刷
・個人机が汚いやつは片づける

当日の集合時間は受付開始が9:30なのでこの時間までに研究室に来ること
金曜日の準備ができていない場合はさらに前に準備すること",1506583646.000262,2017-09-28 16:27:26.000262
B76LA1JFP,<@U0JAEV08K> used `/poll`!,1506583401.000143,2017-09-28 16:23:21.000143
