先程小田急線、相模大野で人身事故が発生。町田~相武台前及び相模大野~大和間で運転見合わせになってます。,1494226317.908477,2017-05-08 15:51:57.908477
5/9 作業報告,1494312792.566486,2017-05-09 15:53:12.566486
Google map APIの学習(出発点から目的地までの大まかなルートの表示など),1494312850.574823,2017-05-09 15:54:10.574823
PHPの学習(引き続きDB連携をメイン),1494312872.57779,2017-05-09 15:54:32.577790
明日のゼミのスライドの作成,1494312883.579443,2017-05-09 15:54:43.579443
5/10 作業報告,1494405150.302156,2017-05-10 17:32:30.302156
ゼミで発表及び質疑応答(ただし、あまりにも体裁がなってなく質疑応答以前の問題だった),1494405218.317757,2017-05-10 17:33:38.317757
ゼミのスライドの体裁を確認,1494405239.322584,2017-05-10 17:33:59.322584
緑の就活状況シートが返却されました。,1494471494.146771,2017-05-11 11:58:14.146771
それぞれの机に置いときましたので、確認の方をよろしくお願いします。,1494471517.149409,2017-05-11 11:58:37.149409
5/11 作業報告,1494485982.992756,2017-05-11 15:59:42.992756
鉄道に関する論文や記事をピックアップ,1494486023.00179,2017-05-11 16:00:23.001790
論文については序論を読んで何を目的にしているかをまとめた。,1494486056.007799,2017-05-11 16:00:56.007799
築地さんからはPRINTデバッグ, 笠井さんからはVSCodeの拡張の仕方などを教わった。,1494486152.025178,2017-05-11 16:02:32.025178
5/22 作業報告,1495433010.655461,2017-05-22 15:03:30.655461
ゼミのスライドの修正,1495433026.657488,2017-05-22 15:03:46.657488
TwitterAPIについての学習,1495433038.659313,2017-05-22 15:03:58.659313
(まだツイート取得までには至っていないので、なるべく早めにエラーを修正する),1495433093.666593,2017-05-22 15:04:53.666593
5/23 作業報告,1495520599.493317,2017-05-23 15:23:19.493317
Twitter APIの学習(変数, PHPからTwitterにつぶやきを投稿してみた)。,1495520625.496866,2017-05-23 15:23:45.496866
明日のセミナーのスライドを先週の意見をもとに加筆･修正,1495520675.503532,2017-05-23 15:24:35.503532
5/24 作業報告,1495619366.585908,2017-05-24 18:49:26.585908
Twiiter APIの学習,1495619373.587673,2017-05-24 18:49:33.587673
ゼミでスライドの発表(月曜までに今日言われたコメントを基にスライドに追加･修正する),1495619614.644367,2017-05-24 18:53:34.644367
<@U12475CJC>  スライド2の研究背景の最初の「米国や･･･」の部分の文字がちょっと詰め込んでいるという印象を受けました。,1496046326.614962,2017-05-29 17:25:26.614962
(研究背景を3つに分割した方がいいかも?),1496046343.618756,2017-05-29 17:25:43.618756
<@U12475CJC>  <@U107G430F>  遅くなってすみません。OneDriveにスライドをアップしましたので、よろしくお願いします。,1496046628.678023,2017-05-29 17:30:28.678023
<@U12475CJC>  コメントありがとうございます。,1496050228.435072,2017-05-29 18:30:28.435072
<@U0JAEV08K> ありがとうございます。ゼミまでに調査をします。,1496050458.483441,2017-05-29 18:34:18.483441
<@U107G430F>  非常に細かいところですが,1496060177.1443,2017-05-29 21:16:17.144300
スライド4と8の注意点の8番にある｢避難経路･･･｣の部分に句点が無いので付け加えた方が良いと思います。,1496060248.156741,2017-05-29 21:17:28.156741
またスライド18の下のほうに書いてある｢平面射影変換｣のフォントが他の部分と異なっています。,1496060317.168946,2017-05-29 21:18:37.168946
5/30 作業報告,1496125974.796219,2017-05-30 15:32:54.796219
昨日のクロスチェックを基に、明日のゼミ用のスライドを修正,1496126003.800089,2017-05-30 15:33:23.800089
Twitter APIの調査(変数など),1496126023.802815,2017-05-30 15:33:43.802815
鉄道や位置情報に関するAPIの調査,1496126036.804418,2017-05-30 15:33:56.804418
(名称や、そのAPIは何を提供しているか等),1496126063.807988,2017-05-30 15:34:23.807988
6/2 作業報告,1496385461.096774,2017-06-02 15:37:41.096774
一昨日に頂いた意見を基にスライドを修正,1496385496.101446,2017-06-02 15:38:16.101446
↑ 月曜に一回OneDriveにアップ(クロスチェック),1496385539.107794,2017-06-02 15:38:59.107794
Twitter REST APIの学習(特定の条件を基にデータを取り出すところを中心に),1496385628.120036,2017-06-02 15:40:28.120036
<@U12475CJC>  <@U107G430F>  自分もスライドをアップしたのでお願いします。,1496661195.242536,2017-06-05 20:13:15.242536
<@U107G430F> スライドチェックをまとめました。,1496725665.927951,2017-06-06 14:07:45.927951
<@U12475CJC> チェックをまとめました。,1496730645.494712,2017-06-06 15:30:45.494712
6/6 作業報告,1496731480.894569,2017-06-06 15:44:40.894569
スライドの修正,1496731488.895717,2017-06-06 15:44:48.895717
ツイートを取得するためのプログラムについての学習,1496731523.901104,2017-06-06 15:45:23.901104
6/7 作業報告,1496824976.663591,2017-06-07 17:42:56.663591
ゼミの発表,1496824988.666272,2017-06-07 17:43:08.666272
今日もらったコメントを基に修正等をしていく,1496825004.670235,2017-06-07 17:43:24.670235
PHPの学習(文字列処理の部分を再度),1496825032.676665,2017-06-07 17:43:52.676665
<@U12475CJC> <@U107G430F>  遅くなってすみません。スライドをアップしたので、チェックお願いします,1497271077.300197,2017-06-12 21:37:57.300197
<@U12475CJC> スライド11の表の区切りの線を黒にしたほうが良いと思いました。,1497316180.062725,2017-06-13 10:09:40.062725
↑ 追記 スライドの10の表も同じです,1497316388.089494,2017-06-13 10:13:08.089494
6/13 作業報告,1497336546.673346,2017-06-13 15:49:06.673346
スライドの修正(今日のクロスチェックを基に),1497336576.677758,2017-06-13 15:49:36.677758
寺田さんの卒論を閲覧した(twitter APIを用いていたので),1497336659.690741,2017-06-13 15:50:59.690741
6/14 作業報告,1497430348.720551,2017-06-14 17:52:28.720551
スライドの発表,1497430377.727573,2017-06-14 17:52:57.727573
Twitter APIの学習(キーワードを変えてツイートを取得した),1497430409.735548,2017-06-14 17:53:29.735548
6/15,1497514698.150794,2017-06-15 17:18:18.150794
PHPの学習(正規表現),1497514715.154456,2017-06-15 17:18:35.154456
スライドの作成及び関連研究の調査,1497514747.161564,2017-06-15 17:19:07.161564
Google Maps APIについての学習(データの可視化を中心に),1497514774.167812,2017-06-15 17:19:34.167812
6/16,1497593486.933329,2017-06-16 15:11:26.933329
PHPの正規表現についての学習,1497593495.934436,2017-06-16 15:11:35.934436
Twitter API(特定のユーザのツイートを取得する方法),1497593550.941097,2017-06-16 15:12:30.941097
スライドの作成,1497593556.941818,2017-06-16 15:12:36.941818
関連研究のあらましを確認,1497593580.944689,2017-06-16 15:13:00.944689
スライドアップしましたが，8と9はまだ完成していません。,1497848405.52254,2017-06-19 14:00:05.522540
6/19,1497854573.481022,2017-06-19 15:42:53.481022
スライドの加筆･修正,1497854632.489262,2017-06-19 15:43:52.489262
新たに調べた関連研究について概要をまとめた,1497854665.493839,2017-06-19 15:44:25.493839
Google Maps APIの学習,1497854675.495395,2017-06-19 15:44:35.495395
<@U12475CJC>  チェックありがとう!,1497876924.15345,2017-06-19 21:55:24.153450
自分が気になったのは、スライド2,3の研究背景なんだけど、複数にまたがる場合は番号を振ったほうが良いと思いました。,1497876982.16969,2017-06-19 21:56:22.169690
6/20,1497940641.161431,2017-06-20 15:37:21.161431
スライドの修正,1497940646.162165,2017-06-20 15:37:26.162165
ツイートの投稿日時を日本時間にする方法を確認(ただし，まだ出来ていない),1497940697.169849,2017-06-20 15:38:17.169849
スライドに載せた関連研究の中身を少し見てみた,1497940737.175459,2017-06-20 15:38:57.175459
6/21,22,1498110490.537406,2017-06-22 14:48:10.537406
スライドの修正(21日の意見を基に),1498110503.53901,2017-06-22 14:48:23.539010
キーワードの調査(駅に関するツイートを取得するための),1498110624.553093,2017-06-22 14:50:24.553093
提案システムの整理,1498110843.57914,2017-06-22 14:54:03.579140
6/26,1498459540.519581,2017-06-26 15:45:40.519581
ツイートの取得(CSVファイルに変換),1498459561.522132,2017-06-26 15:46:01.522132
↑文字化けしたので直す方法を調査,1498459581.524667,2017-06-26 15:46:21.524667
スライドの修正,1498459585.525118,2017-06-26 15:46:25.525118
Google Maps APIno学習,1498459594.526166,2017-06-26 15:46:34.526166
<@U107G430F>  スライド8,1498529282.956825,2017-06-27 11:08:02.956825
平面射影変換が他の文とフォントが異なるのが気になりました,1498529315.961517,2017-06-27 11:08:35.961517
6/27,28 作業報告,1498636749.097563,2017-06-28 16:59:09.097563
スライドの修正,1498636765.10146,2017-06-28 16:59:25.101460
Google Maps APIについての学習,1498636815.114338,2017-06-28 17:00:15.114338
6/29,1498714954.349747,2017-06-29 14:42:34.349747
昨日の意見を基にスライドの作成,1498714968.35131,2017-06-29 14:42:48.351310
一定時間ごとにプログラムを実行させる方法の調査,1498715012.356566,2017-06-29 14:43:32.356566
正規表現の学習,1498715044.360268,2017-06-29 14:44:04.360268
6/30,1498804697.110155,2017-06-30 15:38:17.110155
スライドの修正,1498804708.111632,2017-06-30 15:38:28.111632
Twitter APIで一度に多くのツイートを取得する方法がないか調査,1498804748.117121,2017-06-30 15:39:08.117121
正規表現の学習,1498804755.118001,2017-06-30 15:39:15.118001
Twitter APIについて･･･一度に多くとれるソースコードというものがあったので実行してみたが、エラーが発生,1498804878.13509,2017-06-30 15:41:18.135090
まだ完成していない、引き続き調べていきたいと思う。,1498804911.139714,2017-06-30 15:41:51.139714
7/3,1499063989.29007,2017-07-03 15:39:49.290070
分析をするためのリソースの調査(Togetter),1499064029.298986,2017-07-03 15:40:29.298986
駅の改善点に関係しそうな単語の羅列,1499064112.316879,2017-07-03 15:41:52.316879
スライドの修正,1499064297.355888,2017-07-03 15:44:57.355888
7/4,1499150596.603672,2017-07-04 15:43:16.603672
取得したツイートにおいて該当の単語があるかを調べてみた,1499150633.611805,2017-07-04 15:43:53.611805
スライドの修正,1499150639.61331,2017-07-04 15:43:59.613310
該当の単語についてはもう少し、調べていきたいと思う。,1499150677.621439,2017-07-04 15:44:37.621439
<@U12475CJC>  クロスチェックありがとうございます。,1499159935.832396,2017-07-04 18:18:55.832396
スライドをチェックしましたが、自分は特に指摘する点は特に無いかと思いました。,1499159976.847,2017-07-04 18:19:36.847000
<@U107G430F>  スライド1のタイトルの文字を少し大きくした方がいいかもしれません,1499162793.855758,2017-07-04 19:06:33.855758
(自分も上村君に指摘されたので),1499162812.862278,2017-07-04 19:06:52.862278
<@U107G430F> あと細かいとこですが、スライドのファイル名の最初が20170704になってますが、20170705に直した方がいいと思います。,1499165975.826847,2017-07-04 19:59:35.826847
7/6,1499322401.45881,2017-07-06 15:26:41.458810
スライドの修正,1499322411.460894,2017-07-06 15:26:51.460894
昨日築地さんからリンクを張っていただいたリンクの論文のチェック,1499322439.466688,2017-07-06 15:27:19.466688
SNS(Twitter,Facebook,Instagramの3つ)の特徴の調査,1499322470.473189,2017-07-06 15:27:50.473189
7/7,1499410084.540859,2017-07-07 15:48:04.540859
スライドの修正,1499410107.545981,2017-07-07 15:48:27.545981
SNSの特徴の調査のつづき,1499410154.55607,2017-07-07 15:49:14.556070
ツイートを新たに取得(分析は後ほど行う),1499410241.574952,2017-07-07 15:50:41.574952
7/10,1499668897.631759,2017-07-10 15:41:37.631759
Google mapのデータの可視化についての学習,1499668951.643278,2017-07-10 15:42:31.643278
単語において、同じ単語でも意味が変わる場合についての調査,1499668986.650358,2017-07-10 15:43:06.650358
<@U12475CJC>  8枚目の各ステップの簡単な説明をしていますが、「・・・正答率を計る」(Step1,2),1499736012.242955,2017-07-11 10:20:12.242955
をStep1の場合「・・・正答率xを計る」としたほうが個人的にはいいのかなと思いました,1499736098.260081,2017-07-11 10:21:38.260081
<@U123ZGHM2> スライド8,9のスライド番号が他のスライドに比べて小さくなっています。,1499736180.275987,2017-07-11 10:23:00.275987
スライド2の研究背景で「電車の乗り換え時に」と「カロリー計算を・・・」がそれぞれ箇条書きになってますが,1499736317.302275,2017-07-11 10:25:17.302275
おそらくこれは2つで1つの文章ではないでしょうか?,1499736347.307977,2017-07-11 10:25:47.307977
7/11,1499755412.900555,2017-07-11 15:43:32.900555
スライドの修正,1499755416.901652,2017-07-11 15:43:36.901652
Google maps APIの学習,1499755434.905674,2017-07-11 15:43:54.905674
↑マッピング(ピン刺し)の部分,1499755460.91181,2017-07-11 15:44:20.911810
7/12,1499848301.984751,2017-07-12 17:31:41.984751
Google Map APIの学習,1499848319.991022,2017-07-12 17:31:59.991022
今日のセミナーで良い意味の単語も収集した方が良いと言われたので,1499848373.010622,2017-07-12 17:32:53.010622
収集を行いたいと思います。,1499848382.013912,2017-07-12 17:33:02.013912
7/13,1499927796.267112,2017-07-13 15:36:36.267112
スライドの修正,1499927801.268319,2017-07-13 15:36:41.268319
TwitterだけでなくFacebookからも情報を収集(昨日築地さんがリンクを張っていただいた，東京駅),1499927840.276758,2017-07-13 15:37:20.276758
↑ ただしTwitterと比べて英語，中国語などの外国語の投稿が多く見られたので、翻訳等を行っていく,1499927894.28878,2017-07-13 15:38:14.288780
改善点の単語だけでなく，良い意味の単語も収集した。(今後も更に追加していく予定),1499927975.306388,2017-07-13 15:39:35.306388
築地さんから 中間発表のスライドの表紙の上部に「情報工学科 中間発表会 2017年7月26日」というのを書いてくださいとのことです。,1499998633.179763,2017-07-14 11:17:13.179763
7/14,1500020675.441961,2017-07-14 17:24:35.441961
TwitterとFacebookの特徴を再調査,1500020718.455254,2017-07-14 17:25:18.455254
スライドの修正,1500020722.456641,2017-07-14 17:25:22.456641
Facebookの投稿の英文等を翻訳してみた,1500020776.473802,2017-07-14 17:26:16.473802
<@U12475CJC> 細かいところですが、スライド2のタイトルが「研究背景1」となっていますが、1枚だけなら研究背景だけでよいと思います。,1500358016.655224,2017-07-18 15:06:56.655224
7/18,1500365016.098737,2017-07-18 17:03:36.098737
google mapのインドアマップの調査,1500365027.10243,2017-07-18 17:03:47.102430
スライドの修正,1500365035.105047,2017-07-18 17:03:55.105047
google maps APIの学習,1500365154.145831,2017-07-18 17:05:54.145831
7/19,1500452590.849293,2017-07-19 17:23:10.849293
インドアマップ(昨日の続き),1500452599.852803,2017-07-19 17:23:19.852803
DBに接続するのでDBとPHPの接続の復習,1500452617.859238,2017-07-19 17:23:37.859238
今日もらった意見を基に中間発表用のスライドの修正,1500452646.869733,2017-07-19 17:24:06.869733
7/20,1500531899.117008,2017-07-20 15:24:59.117008
中間発表用のスライドの修正,1500531914.120143,2017-07-20 15:25:14.120143
昨日の意見の中にあった「クラスタリング」の調査,1500531938.12481,2017-07-20 15:25:38.124810
7/21,1500625384.439965,2017-07-21 17:23:04.439965
スライドの修正(アイデアの文を追加等),1500625400.44567,2017-07-21 17:23:20.445670
クラスタリングの方法の調査(K-means法、ウォード法),1500625438.458042,2017-07-21 17:23:58.458042
7/24~27,1501137797.285544,2017-07-27 15:43:17.285544
スライドの修正[24,25],1501137809.28802,2017-07-27 15:43:29.288020
葛西さんからGitHubの使い方を学習[26],1501137837.294121,2017-07-27 15:43:57.294121
投稿の取得,1501137866.300604,2017-07-27 15:44:26.300604
現時点では、△になっていないところは大丈夫です。,1501559693.641947,2017-08-01 12:54:53.641947
